"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr4-081","chr4",77000001,78000000,"chr4-081",-0.053,0.031,0.027,0.044,0.036,0.027,0.02,0.015,0.046
"chr4-082","chr4",78000001,79000000,"chr4-082",-0.112,-0.049,-0.152,-0.058,-0.023,-0.03,-0.107,-0.055,-0.046
"chr4-083","chr4",79000001,80000000,"chr4-083",-0.254,-0.064,-0.116,-0.132,-0.056,-0.042,-0.206,-0.096,-0.072
"chr4-084","chr4",80000001,81000000,"chr4-084",-0.066,-0.089,-0.005,-0.035,-0.008,0.01,-0.317,-0.009,-0.023
"chr4-085","chr4",81000001,82000000,"chr4-085",0.132,-0.04,0.091,0.027,-0.039,-0.013,-0.227,0.047,0.024
"chr4-086","chr4",82000001,83000000,"chr4-086",-0.207,-0.054,-0.186,-0.139,-0.017,-0.005,-0.178,-0.146,-0.029
"chr4-087","chr4",83000001,84000000,"chr4-087",0.128,0.062,0.125,0.127,0.045,0.07,0.034,0.148,0.065
"chr4-088","chr4",84000001,85000000,"chr4-088",-0.101,-0.027,-0.094,-0.084,0.01,0.032,-0.102,-0.071,-0.003
"chr4-089","chr4",85000001,86000000,"chr4-089",0.015,-0.038,0.058,0.028,-0.002,0.026,-0.017,0.066,0.035
"chr4-090","chr4",86000001,87000000,"chr4-090",-0.158,-0.092,-0.13,-0.09,-0.051,-0.039,-0.181,-0.099,-0.047
"chr4-091","chr4",87000001,88000000,"chr4-091",0.139,0.003,-0.028,0.045,0.024,0.014,0.017,0.071,0.041
"chr4-092","chr4",88000001,89000000,"chr4-092",-0.089,0.02,-0.051,0.034,0.031,0.03,-0.089,0.005,0.067
"chr4-093","chr4",89000001,90000000,"chr4-093",0.043,0.022,0.072,0.063,0.04,0.02,0.076,0.103,0.052
"chr4-094","chr4",90000001,91000000,"chr4-094",-0.167,-0.076,-0.082,-0.056,0,-0.017,-0.05,-0.024,0.014
"chr4-095","chr4",91000001,92000000,"chr4-095",-0.247,-0.095,-0.232,-0.197,-0.114,-0.05,-0.284,-0.133,-0.065
"chr4-096","chr4",92000001,93000000,"chr4-096",-0.394,-0.205,-0.292,-0.11,-0.027,-0.075,-0.333,-0.132,-0.033
"chr4-097","chr4",93000001,94000000,"chr4-097",-0.034,-0.005,0.132,-0.027,-0.02,-0.037,-0.107,0.016,0.042
"chr4-098","chr4",94000001,95000000,"chr4-098",-0.204,-0.105,-0.2,-0.22,-0.113,-0.063,-0.22,-0.238,-0.052
"chr4-099","chr4",95000001,96000000,"chr4-099",-0.134,-0.043,-0.077,-0.034,0.033,-0.023,-0.115,-0.039,0.027
"chr4-100","chr4",96000001,97000000,"chr4-100",-0.136,-0.127,-0.135,-0.1,-0.072,-0.01,-0.048,-0.044,-0.025
"chr4-101","chr4",97000001,98000000,"chr4-101",-0.289,-0.081,-0.166,-0.099,0.009,0.009,-0.256,-0.066,0.002
"chr4-102","chr4",98000001,99000000,"chr4-102",-0.166,-0.113,-0.136,-0.101,0.076,0.069,-0.142,-0.152,0.121
"chr4-103","chr4",99000001,100000000,"chr4-103",0.026,0.018,-0.022,0.044,0.011,0.019,0.039,0.035,0.051
"chr4-104","chr4",100000001,101000000,"chr4-104",-0.031,-0.05,-0.107,-0.02,-0.016,-0.007,-0.058,-0.013,-0.018
"chr4-105","chr4",101000001,102000000,"chr4-105",-0.082,-0.104,-0.159,-0.107,-0.043,0.015,-0.196,-0.075,-0.008
"chr4-106","chr4",102000001,103000000,"chr4-106",-0.278,-0.105,-0.143,-0.07,-0.012,-0.004,-0.239,-0.064,0.02
"chr4-107","chr4",103000001,104000000,"chr4-107",0.044,-0.031,-0.092,0.015,-0.003,0.008,-0.038,0.01,-0.009
"chr4-108","chr4",104000001,105000000,"chr4-108",-0.136,-0.07,-0.119,-0.107,-0.021,-0.038,-0.117,-0.022,-0.037
"chr4-109","chr4",105000001,106000000,"chr4-109",-0.303,-0.08,-0.241,-0.17,-0.09,-0.033,-0.273,-0.175,-0.06
"chr4-110","chr4",106000001,107000000,"chr4-110",-0.024,-0.072,-0.018,-0.018,0.011,-0.004,-0.084,0.003,0.046
"chr4-111","chr4",107000001,108000000,"chr4-111",-0.055,-0.15,-0.055,-0.132,-0.068,-0.066,-0.225,-0.111,-0.07
"chr4-112","chr4",108000001,109000000,"chr4-112",-0.06,-0.055,-0.054,-0.065,-0.038,-0.01,-0.043,-0.048,-0.009
"chr4-113","chr4",109000001,110000000,"chr4-113",-0.121,-0.028,-0.041,-0.027,-0.009,-0.03,-0.048,-0.023,-0.053
"chr4-114","chr4",110000001,111000000,"chr4-114",-0.128,-0.057,-0.012,-0.04,-0.009,-0.008,-0.105,-0.006,-0.009
"chr4-115","chr4",111000001,112000000,"chr4-115",0.116,-0.029,0.068,0.049,-0.011,0.001,0.028,0.024,0.036
"chr4-116","chr4",112000001,113000000,"chr4-116",-0.222,-0.127,-0.226,-0.257,-0.108,-0.072,-0.344,-0.204,-0.083
"chr4-117","chr4",113000001,114000000,"chr4-117",0.007,-0.009,0.036,0.052,0.029,0.028,-0.026,0.062,0.029
"chr4-118","chr4",114000001,115000000,"chr4-118",-0.107,-0.069,-0.052,-0.051,-0.003,0.016,-0.147,-0.033,-0.006
"chr4-119","chr4",115000001,116000000,"chr4-119",-0.131,-0.163,-0.175,-0.124,-0.076,-0.023,-0.227,-0.161,-0.096
"chr4-120","chr4",116000001,117000000,"chr4-120",-0.439,-0.347,-0.448,-0.402,-0.085,-0.081,-0.428,-0.219,-0.024
"chr4-121","chr4",117000001,118000000,"chr4-121",-0.129,-0.098,0.101,0.021,-0.087,-0.095,-0.07,-0.014,-0.037
"chr4-122","chr4",118000001,119000000,"chr4-122",-0.026,-0.054,0.011,0.037,-0.014,-0.06,-0.158,-0.042,-0.104
"chr4-123","chr4",119000001,120000000,"chr4-123",-0.05,-0.05,-0.097,-0.018,-0.002,-0.006,0.001,-0.011,0.044
"chr4-124","chr4",120000001,121000000,"chr4-124",-0.122,-0.074,-0.091,-0.064,-0.045,-0.033,-0.035,-0.021,-0.033
"chr4-125","chr4",121000001,122000000,"chr4-125",0.024,-0.082,-0.012,-0.054,0.039,0.023,-0.135,-0.052,0.014
"chr4-126","chr4",122000001,123000000,"chr4-126",-0.095,-0.052,-0.111,-0.079,-0.013,-0.017,-0.067,-0.059,-0.002
"chr4-127","chr4",123000001,124000000,"chr4-127",-0.041,-0.039,-0.103,-0.034,0.002,0.008,-0.031,-0.019,-0.001
"chr4-128","chr4",124000001,125000000,"chr4-128",-0.013,0.053,-0.026,0.066,0.012,-0.008,-0.087,0.015,0.076
"chr4-129","chr4",125000001,126000000,"chr4-129",-0.253,-0.136,-0.179,-0.095,-0.088,-0.08,-0.233,-0.13,-0.064
"chr4-130","chr4",126000001,127000000,"chr4-130",-0.079,-0.137,-0.211,-0.108,-0.088,-0.02,-0.167,-0.116,-0.031
"chr4-131","chr4",127000001,128000000,"chr4-131",-0.221,-0.019,-0.143,-0.073,-0.05,0.026,-0.157,-0.065,0.037
"chr4-132","chr4",128000001,129000000,"chr4-132",0.169,-0.015,0.066,0.12,0.047,0.059,0.104,0.136,0.057
"chr4-133","chr4",129000001,130000000,"chr4-133",-0.003,0.027,-0.008,0.039,0.038,0.041,-0.034,0.017,0.023
"chr4-134","chr4",130000001,131000000,"chr4-134",-0.052,-0.116,-0.143,-0.036,-0.021,-0.079,-0.072,-0.076,0.016
"chr4-135","chr4",131000001,132000000,"chr4-135",-0.341,-0.081,0.018,-0.057,-0.082,-0.123,-0.324,-0.089,-0.101
"chr4-136","chr4",132000001,133000000,"chr4-136",0.137,0.008,0.487,0.205,-0.036,-0.03,-0.122,0.16,0.015
"chr4-137","chr4",133000001,134000000,"chr4-137",0.019,0.057,0.166,0.057,0.025,0.077,-0.038,-0.067,-0.008
"chr4-138","chr4",134000001,135000000,"chr4-138",-0.071,-0.122,-0.311,-0.202,-0.081,-0.095,-0.075,-0.126,-0.136
"chr4-139","chr4",135000001,136000000,"chr4-139",0.048,-0.046,0.052,0.108,0.018,-0.026,-0.041,0.055,-0.033
"chr4-140","chr4",136000001,137000000,"chr4-140",-0.226,-0.081,-0.094,-0.142,-0.071,-0.041,-0.303,-0.126,0.048
"chr4-141","chr4",137000001,138000000,"chr4-141",-0.186,-0.097,-0.223,-0.147,-0.059,-0.004,-0.2,-0.123,0.016
"chr4-142","chr4",138000001,139000000,"chr4-142",-0.268,-0.128,-0.229,-0.17,-0.088,-0.044,-0.172,-0.083,-0.003
"chr4-143","chr4",139000001,140000000,"chr4-143",-0.185,-0.029,-0.08,-0.103,-0.015,-0.007,-0.223,-0.103,-0.021
"chr4-144","chr4",140000001,141000000,"chr4-144",0.067,0.045,0.048,0.066,0.045,0.06,0.055,0.066,0.016
"chr4-145","chr4",141000001,142000000,"chr4-145",-0.03,-0.048,-0.03,-0.015,0,0.007,-0.024,-0.037,-0.022
"chr4-146","chr4",142000001,143000000,"chr4-146",-0.142,-0.131,-0.114,-0.089,-0.065,-0.018,-0.163,-0.073,-0.065
"chr4-147","chr4",143000001,144000000,"chr4-147",-0.339,-0.137,-0.234,-0.21,-0.062,-0.022,-0.064,-0.128,-0.024
"chr4-148","chr4",144000001,145000000,"chr4-148",0.093,-0.015,-0.014,0.015,-0.007,0.029,0.055,0.063,0.021
"chr4-149","chr4",145000001,146000000,"chr4-149",-0.221,-0.093,-0.178,-0.147,-0.084,-0.054,-0.281,-0.192,-0.064
"chr4-150","chr4",146000001,147000000,"chr4-150",0.025,0.006,0.002,0.041,0.021,-0.007,-0.049,0.01,0.049
"chr4-151","chr4",147000001,148000000,"chr4-151",-0.145,-0.091,-0.171,-0.104,-0.033,-0.002,-0.085,-0.049,-0.028
"chr4-152","chr4",148000001,149000000,"chr4-152",-0.044,0.02,-0.006,0.02,0.011,-0.002,-0.033,0.028,0.029
"chr4-153","chr4",149000001,150000000,"chr4-153",-0.19,-0.108,-0.173,-0.058,-0.039,-0.031,-0.181,-0.033,0.007
"chr4-154","chr4",150000001,151000000,"chr4-154",-0.271,-0.068,-0.16,-0.037,-0.026,0.003,-0.26,-0.019,-0.006
"chr4-155","chr4",151000001,152000000,"chr4-155",-0.031,0.014,0.178,0.053,0.018,0.016,-0.052,0.039,0.065
"chr4-156","chr4",152000001,153000000,"chr4-156",-0.073,0.001,0.021,-0.022,-0.001,-0.001,-0.025,-0.044,0.032
"chr4-157","chr4",153000001,154000000,"chr4-157",-0.195,-0.003,-0.075,-0.038,0.025,0.009,-0.065,-0.062,0.006
"chr4-158","chr4",154000001,155000000,"chr4-158",0.099,0.007,0.078,-0.026,0.005,0.036,0.02,-0.016,-0.003
"chr4-159","chr4",155000001,156000000,"chr4-159",-0.159,-0.118,-0.072,-0.142,-0.092,-0.084,-0.117,-0.126,-0.055
"chr4-160","chr4",156000001,157000000,"chr4-160",-0.153,-0.146,-0.24,-0.101,-0.033,-0.025,-0.124,-0.086,-0.014
"chr4-161","chr4",157000001,158000000,"chr4-161",-0.1,-0.077,-0.2,-0.071,-0.037,-0.044,-0.059,-0.122,-0.033
"chr4-162","chr4",158000001,159000000,"chr4-162",-0.055,-0.083,0.029,0.01,-0.045,0.022,-0.046,-0.015,0.052
"chr4-163","chr4",159000001,160000000,"chr4-163",-0.079,-0.002,-0.028,0.033,0.003,0.053,-0.059,-0.013,0.013
"chr4-164","chr4",160000001,161000000,"chr4-164",-0.168,0.046,0.176,0.059,0.027,0.017,-0.148,0.05,0.017
"chr4-165","chr4",161000001,162000000,"chr4-165",-0.165,-0.104,-0.161,-0.054,-0.003,-0.065,-0.304,-0.1,0.022
"chr4-166","chr4",162000001,163000000,"chr4-166",-0.395,-0.087,0.049,-0.132,-0.09,-0.111,-0.311,-0.164,-0.07
"chr4-167","chr4",163000001,164000000,"chr4-167",-0.02,0.013,0.04,-0.023,0.009,-0.014,0.025,-0.017,0.021
"chr4-168","chr4",164000001,165000000,"chr4-168",-0.019,-0.003,-0.017,0.024,-0.022,-0.004,-0.071,0.019,-0.012
"chr4-169","chr4",165000001,166000000,"chr4-169",0.008,-0.029,0.066,-0.019,-0.01,0.019,-0.014,0.089,0.01
"chr4-170","chr4",166000001,167000000,"chr4-170",-0.125,-0.044,-0.159,-0.025,0.004,-0.002,-0.12,-0.047,-0.007
"chr4-171","chr4",167000001,168000000,"chr4-171",-0.511,-0.217,-0.155,-0.239,-0.137,-0.112,-0.347,-0.197,-0.064
"chr4-172","chr4",168000001,169000000,"chr4-172",-0.165,-0.174,-0.102,-0.161,-0.125,-0.05,-0.062,-0.109,-0.03
"chr4-173","chr4",169000001,170000000,"chr4-173",-0.031,-0.049,-0.151,-0.001,0.005,0.004,0.031,-0.038,0.007
"chr4-174","chr4",170000001,171000000,"chr4-174",-0.171,-0.018,-0.111,-0.053,-0.015,-0.012,-0.052,-0.043,-0.009
"chr4-175","chr4",171000001,172000000,"chr4-175",-0.034,0.014,0.032,0.042,0.027,0.051,-0.161,0.064,0.09
"chr4-176","chr4",172000001,173000000,"chr4-176",-0.123,-0.128,-0.023,-0.01,-0.078,0.005,-0.171,-0.074,-0.052
"chr4-177","chr4",173000001,174000000,"chr4-177",-0.203,-0.082,-0.206,-0.163,-0.051,-0.069,-0.245,-0.125,-0.011
"chr4-178","chr4",174000001,175000000,"chr4-178",0.192,-0.04,-0.057,0.035,-0.009,0.023,0.146,0.027,-0.033
"chr4-179","chr4",175000001,176000000,"chr4-179",-0.008,-0.103,-0.146,-0.063,-0.033,0.001,-0.08,-0.035,-0.02
"chr4-180","chr4",176000001,177000000,"chr4-180",-0.003,-0.003,-0.004,-0.055,0.018,0.002,-0.126,-0.026,-0.022
"chr4-181","chr4",177000001,178000000,"chr4-181",-0.11,-0.154,-0.087,-0.106,-0.041,-0.038,-0.219,-0.064,-0.061
"chr4-182","chr4",178000001,179000000,"chr4-182",-0.184,-0.068,0.006,-0.11,-0.058,-0.035,-0.174,-0.032,-0.02
"chr4-183","chr4",179000001,180000000,"chr4-183",-0.133,-0.074,0.082,-0.26,-0.203,-0.058,-0.22,-0.092,-0.2
"chr4-184","chr4",180000001,181000000,"chr4-184",-0.357,-0.124,-0.051,-0.232,-0.122,-0.028,-0.238,-0.196,-0.031
"chr4-185","chr4",181000001,182000000,"chr4-185",-0.462,-0.165,-0.289,-0.243,-0.13,-0.067,-0.324,-0.239,-0.118
"chr4-186","chr4",182000001,183000000,"chr4-186",-0.43,-0.136,-0.342,-0.253,-0.08,-0.038,-0.315,-0.227,-0.1
"chr4-187","chr4",183000001,184000000,"chr4-187",-0.066,-0.005,0.088,0.015,-0.008,0.004,-0.018,-0.014,0.021
"chr4-188","chr4",184000001,185000000,"chr4-188",0.05,0.042,0.115,0.051,0.041,0.055,0.031,0.077,0.064
"chr4-189","chr4",185000001,186000000,"chr4-189",0.003,0.02,0.08,0.002,0.01,0.005,0.037,0.016,-0.011
"chr4-190","chr4",186000001,187000000,"chr4-190",-0.021,0.015,0.113,0.023,0.019,0.033,0.024,0.043,0.03
"chr4-191","chr4",187000001,188000000,"chr4-191",0.074,0.054,0.181,0.107,0.026,0.035,0.046,0.109,0.071
"chr4-192","chr4",188000001,189000000,"chr4-192",-0.16,0.028,0.213,0.069,0.007,0.019,-0.045,0.038,0.058
"chr4-193","chr4",189000001,190000000,"chr4-193",0,0.079,0.361,0.105,0.035,0.065,0.016,0.116,0.105
"chr4-194","chr4",190000001,191044276,"chr4-194",0.007,0.002,0.238,0.112,0.007,-0.014,-0.032,0.058,0.077
"chr5-001","chr5",10001,1000000,"chr5-001",0.247,0.029,0.352,0.218,0.038,0.079,0.057,0.186,0.088
"chr5-002","chr5",1000001,2000000,"chr5-002",0.234,0.009,0.322,0.161,0.016,0.081,0.047,0.151,0.078
"chr5-003","chr5",2000001,3000000,"chr5-003",0.003,-0.02,0.118,-0.054,-0.018,0.022,-0.161,0,-0.044
"chr5-004","chr5",3000001,4000000,"chr5-004",0.038,0.009,0.117,-0.062,-0.023,0.004,-0.177,-0.032,-0.012
"chr5-005","chr5",4000001,5000000,"chr5-005",-0.197,-0.045,-0.069,-0.113,-0.04,-0.059,-0.476,-0.144,-0.1
"chr5-006","chr5",5000001,6000000,"chr5-006",-0.128,-0.078,-0.096,-0.07,-0.043,-0.034,-0.356,-0.091,-0.06
"chr5-007","chr5",6000001,7000000,"chr5-007",0.018,0.001,0.033,-0.002,-0.013,0.003,-0.248,0.015,-0.029
"chr5-008","chr5",7000001,8000000,"chr5-008",-0.062,-0.026,-0.013,-0.034,-0.031,0.001,-0.393,-0.027,-0.032
"chr5-009","chr5",8000001,9000000,"chr5-009",-0.127,-0.03,-0.065,-0.143,-0.053,-0.046,-0.414,-0.089,-0.057
"chr5-010","chr5",9000001,10000000,"chr5-010",-0.272,-0.124,-0.346,-0.202,-0.085,-0.083,-0.58,-0.214,-0.148
"chr5-011","chr5",10000001,11000000,"chr5-011",0.043,0.02,0.051,0.003,0.008,0.001,-0.235,0.032,-0.009
"chr5-012","chr5",11000001,12000000,"chr5-012",-0.145,0.014,-0.068,-0.134,-0.044,-0.005,-0.565,-0.094,-0.04
"chr5-013","chr5",12000001,13000000,"chr5-013",-0.111,-0.164,-0.197,-0.231,-0.053,-0.007,-0.54,-0.104,-0.034
"chr5-014","chr5",13000001,14000000,"chr5-014",-0.266,-0.098,-0.114,-0.197,-0.082,-0.038,-0.691,-0.183,-0.11
"chr5-015","chr5",14000001,15000000,"chr5-015",0.062,0.061,0.069,0.054,0.044,0.005,-0.22,0.036,0.051
"chr5-016","chr5",15000001,16000000,"chr5-016",-0.012,0.004,-0.192,-0.042,-0.003,0.023,-0.528,-0.081,0.024
"chr5-017","chr5",16000001,17000000,"chr5-017",-0.026,0.015,0.003,-0.052,-0.017,0.024,-0.426,0.003,0
"chr5-018","chr5",17000001,17530657,"chr5-018",-0.044,0.058,0.069,0.006,0.022,0.028,-0.394,0.021,0.051
"chr5-019","chr5",17580658,18000000,"chr5-019",-0.301,-0.104,-0.034,-0.088,-0.042,-0.018,-0.612,-0.124,-0.06
"chr5-020","chr5",18000001,19000000,"chr5-020",-0.375,-0.067,-0.24,-0.22,-0.033,-0.019,-0.703,-0.197,-0.03
"chr5-021","chr5",19000001,20000000,"chr5-021",-0.362,-0.22,-0.328,-0.369,-0.13,-0.176,-0.428,-0.248,-0.134
"chr5-022","chr5",20000001,21000000,"chr5-022",-0.056,-0.041,-0.022,-0.05,-0.033,-0.064,-0.392,0.004,0.076
"chr5-023","chr5",21000001,22000000,"chr5-023",-0.048,-0.027,0.055,-0.076,0.014,-0.025,-0.218,0.019,0.028
"chr5-024","chr5",22000001,23000000,"chr5-024",-0.408,-0.306,-0.257,-0.392,-0.087,-0.154,-0.65,-0.219,-0.127
"chr5-025","chr5",23000001,24000000,"chr5-025",-0.137,-0.037,0.036,-0.051,-0.038,-0.035,-0.441,0.019,0.08
"chr5-026","chr5",24000001,25000000,"chr5-026",-0.25,-0.163,-0.134,-0.182,-0.097,-0.032,-0.707,-0.231,-0.018
"chr5-027","chr5",25000001,26000000,"chr5-027",-0.174,-0.024,0.136,0.027,-0.001,-0.016,-0.372,-0.051,0.063
"chr5-028","chr5",26000001,27000000,"chr5-028",-0.179,-0.087,0.007,0.03,0.017,-0.025,-0.366,0.008,0.08
"chr5-029","chr5",27000001,28000000,"chr5-029",-0.299,-0.071,0.001,-0.147,-0.047,-0.029,-0.575,-0.053,0.035
"chr5-030","chr5",28000001,29000000,"chr5-030",-0.138,-0.067,0.043,-0.032,-0.014,-0.004,-0.46,-0.042,-0.016
"chr5-031","chr5",29000001,30000000,"chr5-031",-0.318,-0.115,-0.129,-0.155,-0.096,-0.083,-0.56,-0.149,-0.049
"chr5-032","chr5",30000001,31000000,"chr5-032",-0.252,-0.096,-0.255,-0.074,-0.113,-0.022,-0.721,-0.138,0.039
"chr5-033","chr5",31000001,32000000,"chr5-033",-0.107,0.029,0.015,-0.051,0.025,0.014,-0.285,-0.033,0.001
"chr5-034","chr5",32000001,33000000,"chr5-034",0.04,0.035,0.11,0.058,0.032,0.033,-0.367,0.042,0.03
"chr5-035","chr5",33000001,34000000,"chr5-035",-0.158,-0.073,-0.207,-0.106,-0.055,-0.007,-0.541,-0.081,-0.048
"chr5-036","chr5",34000001,35000000,"chr5-036",0.023,-0.005,-0.125,0.006,-0.001,-0.011,-0.3,-0.008,-0.009
"chr5-037","chr5",35000001,36000000,"chr5-037",-0.176,-0.057,-0.134,-0.121,-0.042,-0.06,-0.521,-0.114,-0.048
"chr5-038","chr5",36000001,37000000,"chr5-038",-0.113,-0.056,-0.082,-0.057,-0.035,-0.043,-0.456,-0.071,-0.053
"chr5-039","chr5",37000001,38000000,"chr5-039",0.019,0.03,0.069,0.079,0.032,0.031,-0.075,0.056,0.022
"chr5-040","chr5",38000001,39000000,"chr5-040",-0.143,-0.048,-0.132,-0.119,-0.038,-0.007,-0.098,-0.098,-0.057
"chr5-041","chr5",39000001,40000000,"chr5-041",-0.24,-0.081,-0.231,-0.107,-0.008,-0.005,-0.146,-0.121,-0.049
"chr5-042","chr5",40000001,41000000,"chr5-042",-0.036,-0.036,-0.075,-0.036,0.014,-0.019,-0.137,-0.005,0.003
"chr5-043","chr5",41000001,42000000,"chr5-043",-0.222,-0.139,-0.291,-0.207,-0.089,-0.066,-0.206,-0.165,-0.091
"chr5-044","chr5",42000001,43000000,"chr5-044",0.044,0.023,0.149,0.061,-0.001,0.029,0.022,0.009,0.04
"chr5-045","chr5",43000001,44000000,"chr5-045",0.216,0.039,0.21,0.11,0.07,0.068,-0.012,0.135,0.084
"chr5-046","chr5",44000001,45000000,"chr5-046",-0.056,-0.114,-0.158,-0.001,-0.005,-0.056,-0.043,-0.033,-0.037
"chr5-047","chr5",45000001,46405641,"chr5-047",-0.181,-0.031,-0.162,-0.08,-0.053,-0.041,-0.125,0.035,0.024
"chr5-048","chr5",49405642,50000000,"chr5-048",-0.141,-0.014,0.15,0.012,-0.023,-0.044,-0.153,0.022,0.074
"chr5-049","chr5",50000001,51000000,"chr5-049",-0.001,-0.099,-0.205,-0.188,-0.089,-0.061,0.019,-0.117,-0.078
"chr5-050","chr5",51000001,52000000,"chr5-050",-0.361,-0.238,-0.255,-0.211,-0.07,-0.056,-0.317,-0.196,-0.107
"chr5-051","chr5",52000001,53000000,"chr5-051",-0.121,-0.088,-0.182,-0.076,-0.034,-0.033,-0.092,-0.09,-0.025
"chr5-052","chr5",53000001,54000000,"chr5-052",-0.29,-0.053,-0.1,-0.105,-0.019,-0.046,-0.167,-0.118,-0.063
"chr5-053","chr5",54000001,55000000,"chr5-053",-0.054,-0.021,0.07,0.026,0.008,-0.003,0.051,0.018,0.015
"chr5-054","chr5",55000001,56000000,"chr5-054",-0.198,0.005,-0.053,-0.033,0.004,-0.026,-0.051,-0.038,-0.027
"chr5-055","chr5",56000001,57000000,"chr5-055",-0.17,-0.017,-0.037,-0.011,0.005,0.02,-0.1,0.013,0.017
"chr5-056","chr5",57000001,58000000,"chr5-056",-0.29,-0.141,-0.308,-0.202,-0.07,-0.052,-0.213,-0.172,-0.108
"chr5-057","chr5",58000001,59000000,"chr5-057",-0.269,-0.06,-0.171,-0.104,-0.011,-0.002,-0.19,-0.122,-0.014
"chr5-058","chr5",59000001,60000000,"chr5-058",-0.281,-0.086,-0.149,-0.122,-0.03,-0.017,-0.159,-0.083,-0.036
"chr5-059","chr5",60000001,61000000,"chr5-059",-0.079,-0.035,0.004,-0.035,-0.01,-0.028,-0.09,-0.021,0.008
"chr5-060","chr5",61000001,62000000,"chr5-060",-0.055,0.014,0.036,-0.04,0.015,0.003,-0.126,0.018,-0.004
"chr5-061","chr5",62000001,63000000,"chr5-061",-0.235,-0.113,-0.014,-0.297,-0.079,-0.064,-0.248,-0.207,-0.147
"chr5-062","chr5",63000001,64000000,"chr5-062",0.053,-0.076,-0.069,-0.054,-0.05,-0.022,-0.024,0.029,-0.025
"chr5-063","chr5",64000001,65000000,"chr5-063",0.039,-0.055,-0.109,0.028,-0.013,-0.018,-0.015,-0.015,0.028
"chr5-064","chr5",65000001,66000000,"chr5-064",0.004,-0.049,0.056,0.025,0.028,0.035,-0.022,0.028,0.069
"chr5-065","chr5",66000001,67000000,"chr5-065",-0.087,-0.048,-0.227,-0.092,-0.026,-0.005,-0.025,-0.109,-0.016
"chr5-066","chr5",67000001,68000000,"chr5-066",-0.154,-0.095,-0.176,-0.128,-0.066,-0.06,-0.095,-0.157,-0.059
"chr5-067","chr5",68000001,69000000,"chr5-067",0.188,0.107,0.236,0.177,0.107,0.114,0.144,0.194,0.114
"chr5-068","chr5",69000001,71000000,"chr5-068",-0.081,-0.033,0.173,0.035,0.061,0.016,-0.084,0.119,-0.003
"chr5-069","chr5",71000001,72000000,"chr5-069",-0.067,-0.03,-0.068,-0.048,-0.033,-0.02,-0.016,-0.075,-0.036
"chr5-070","chr5",72000001,73000000,"chr5-070",0.074,-0.035,0.049,0.034,0.002,0.024,0.055,0.048,0.002
"chr5-071","chr5",73000001,74000000,"chr5-071",-0.32,-0.058,-0.196,-0.137,-0.042,-0.063,-0.156,-0.134,-0.077
"chr5-072","chr5",74000001,75000000,"chr5-072",0.007,-0.009,0.017,0.006,0.039,0.03,0.024,0.027,0.017
"chr5-073","chr5",75000001,76000000,"chr5-073",-0.212,-0.038,-0.123,-0.129,-0.03,-0.029,-0.137,-0.092,-0.052
"chr5-074","chr5",76000001,77000000,"chr5-074",0.03,0,0.026,0.02,0.01,0.027,0.073,0.076,0.004
"chr5-075","chr5",77000001,78000000,"chr5-075",-0.051,-0.032,-0.064,0.011,-0.008,0.028,0.007,0.008,0.016
"chr5-076","chr5",78000001,79000000,"chr5-076",0.006,0.044,0.049,0.062,0.053,0.054,0.011,0.064,0.084
"chr5-077","chr5",79000001,80000000,"chr5-077",0.072,0.042,0.08,0.083,0.061,0.033,0.049,0.067,0.06
"chr5-078","chr5",80000001,81000000,"chr5-078",-0.108,-0.018,0.031,-0.01,-0.026,-0.04,-0.042,0.004,-0.014
"chr5-079","chr5",81000001,82000000,"chr5-079",-0.093,-0.018,-0.047,-0.018,-0.002,-0.006,-0.036,-0.021,0.011
"chr5-080","chr5",82000001,83000000,"chr5-080",-0.092,-0.066,-0.089,-0.021,-0.012,-0.003,-0.155,-0.025,0.001
"chr5-081","chr5",83000001,84000000,"chr5-081",-0.145,-0.089,-0.119,-0.064,-0.068,-0.03,-0.147,-0.084,-0.063
"chr5-082","chr5",84000001,85000000,"chr5-082",-0.252,-0.067,0.266,0.107,0.073,0.001,-0.075,0.061,0.081
"chr5-083","chr5",85000001,86000000,"chr5-083",-0.024,-0.038,0.15,0.038,-0.035,-0.009,-0.064,0.105,-0.005
"chr5-084","chr5",86000001,87000000,"chr5-084",-0.239,-0.09,-0.165,-0.154,-0.087,-0.038,-0.231,-0.063,-0.119
"chr5-085","chr5",87000001,88000000,"chr5-085",0.007,-0.047,0.008,-0.055,-0.036,-0.01,0.027,-0.004,0.018
"chr5-086","chr5",88000001,89000000,"chr5-086",-0.193,-0.084,-0.153,-0.007,0.001,-0.021,-0.065,-0.041,0.067
"chr5-087","chr5",89000001,90000000,"chr5-087",-0.017,-0.101,-0.128,-0.039,-0.01,0.01,-0.073,0.005,0.004
"chr5-088","chr5",90000001,91000000,"chr5-088",-0.184,-0.052,-0.158,-0.11,0.013,-0.052,-0.143,-0.118,-0.018
"chr5-089","chr5",91000001,91636128,"chr5-089",-0.308,-0.177,0.046,-0.243,-0.149,-0.163,-0.461,-0.25,-0.057
