"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr1-2348","chr1",160050001,160060000,"chr1-2348",0.141,-0.04,0.293,0.077,-0.094,-0.048,0.078,0.047,-0.046
"chr1-2349","chr1",160060001,160070000,"chr1-2349",0.511,0.076,-0.121,0.15,0.227,0.251,0.383,0.256,0.216
"chr1-2350","chr1",160070001,160090000,"chr1-2350",-0.112,-0.007,0.061,-0.123,0.012,-0.149,-0.073,-0.064,-0.107
"chr1-2351","chr1",160090001,160120000,"chr1-2351",-0.276,-0.01,0.119,-0.074,0.001,-0.064,-0.124,-0.116,0.001
"chr1-2352","chr1",160120001,160150000,"chr1-2352",-0.164,0.094,0.144,-0.109,0.003,-0.063,-0.125,-0.086,-0.024
"chr1-2353","chr1",160150001,160180000,"chr1-2353",-0.029,-0.039,-0.049,-0.012,-0.013,-0.039,-0.026,-0.022,-0.025
"chr1-2354","chr1",160180001,160230000,"chr1-2354",-0.298,0.009,-0.248,-0.149,-0.083,-0.113,-0.267,-0.13,-0.057
"chr1-2355","chr1",160230001,160240000,"chr1-2355",0.201,0.081,-0.003,0.181,0.073,0.15,0.143,0.078,0.092
"chr1-2356","chr1",160240001,160260000,"chr1-2356",-0.055,-0.018,-0.04,-0.043,0.019,0.004,-0.123,-0.074,-0.067
"chr1-2357","chr1",160260001,160310000,"chr1-2357",-0.262,-0.053,0.277,0.019,-0.036,0.004,-0.41,0.033,-0.035
"chr1-2358","chr1",160310001,160320000,"chr1-2358",-0.263,0.02,-0.299,-0.064,-0.044,-0.051,-0.202,-0.137,-0.077
"chr1-2359","chr1",160320001,160340000,"chr1-2359",-0.204,-0.022,-0.078,-0.106,0.001,-0.043,-0.131,-0.076,-0.055
"chr1-2360","chr1",160340001,160370000,"chr1-2360",-0.23,-0.033,-0.237,-0.158,-0.105,-0.022,-0.23,-0.201,0.033
"chr1-2361","chr1",160370001,160410000,"chr1-2361",-0.098,0.008,0.061,0.04,0.008,-0.04,-0.054,0.075,0.043
"chr1-2362","chr1",160410001,160540000,"chr1-2362",-0.736,-0.087,-0.464,-0.284,-0.106,-0.138,-0.411,-0.344,-0.168
"chr1-2363","chr1",160540001,160620000,"chr1-2363",-0.717,-0.054,-0.456,-0.307,-0.017,-0.097,-0.269,-0.366,-0.166
"chr1-2364","chr1",160620001,160650000,"chr1-2364",-0.674,-0.148,-0.421,-0.458,-0.099,-0.136,-0.327,-0.474,-0.319
"chr1-2365","chr1",160650001,160690000,"chr1-2365",-0.543,-0.009,-0.203,-0.221,-0.092,-0.131,-0.194,-0.262,-0.122
"chr1-2366","chr1",160690001,160720000,"chr1-2366",-0.618,-0.119,-0.387,-0.359,-0.061,-0.053,-0.552,-0.223,-0.198
"chr1-2367","chr1",160720001,160770000,"chr1-2367",-0.53,-0.011,-0.379,-0.394,-0.071,-0.115,-0.37,-0.34,-0.145
"chr1-2368","chr1",160770001,160800000,"chr1-2368",-0.252,-0.001,0.019,-0.118,-0.052,-0.028,-0.175,-0.073,0.026
"chr1-2369","chr1",160800001,160840000,"chr1-2369",-0.328,-0.061,-0.204,-0.212,-0.073,-0.149,-0.113,-0.258,-0.133
"chr1-2370","chr1",160840001,160900000,"chr1-2370",-0.388,0.19,0.192,0.059,0.021,-0.014,-0.411,0.061,0.161
"chr1-2371","chr1",160900001,160930000,"chr1-2371",-0.308,-0.034,-0.275,-0.264,0.002,-0.018,-0.325,-0.19,-0.059
"chr1-2372","chr1",160930001,160990000,"chr1-2372",-0.144,0.166,0.442,0.027,0.07,0.005,-0.066,0.045,0.055
"chr1-2373","chr1",160990001,161000000,"chr1-2373",0.109,0.131,0.323,0.086,0.073,0.092,0.162,0.17,0.07
"chr1-2374","chr1",161000001,161010000,"chr1-2374",-0.033,0.21,0.63,0.207,0.056,0.023,0.26,0.209,0.29
"chr1-2375","chr1",161010001,161020000,"chr1-2375",0.073,0.164,-0.208,0.08,0.117,0.028,0.074,-0.068,0.026
"chr1-2376","chr1",161020001,161050000,"chr1-2376",-0.246,0.041,-0.023,-0.14,0.024,-0.074,-0.103,-0.17,-0.106
"chr1-2377","chr1",161050001,161060000,"chr1-2377",-0.122,-0.007,0.037,0.019,-0.037,-0.107,-0.046,-0.054,-0.001
"chr1-2378","chr1",161060001,161080000,"chr1-2378",0.152,0.003,-0.048,0.057,0.064,0.033,0.027,0.051,0.068
"chr1-2379","chr1",161080001,161090000,"chr1-2379",0.075,0.039,-0.102,0.043,0.061,0.002,0.05,0.019,-0.003
"chr1-2380","chr1",161090001,161120000,"chr1-2380",-0.064,0.108,0.321,0.069,0.045,0.032,0.047,0.043,0.042
"chr1-2381","chr1",161120001,161130000,"chr1-2381",0.012,-0.072,-0.418,-0.028,-0.013,-0.006,0.095,-0.039,-0.119
"chr1-2382","chr1",161130001,161140000,"chr1-2382",0.223,-0.054,-0.156,0.034,-0.016,0.015,0.17,0.098,0.016
"chr1-2383","chr1",161140001,161150000,"chr1-2383",-0.034,-0.069,-0.159,0.113,-0.041,-0.085,0.005,-0.034,-0.064
"chr1-2384","chr1",161150001,161170000,"chr1-2384",-0.116,-0.04,-0.066,-0.17,-0.069,-0.101,0.028,-0.095,-0.116
"chr1-2385","chr1",161170001,161180000,"chr1-2385",0.018,0.002,-0.211,0.026,0.038,-0.024,0.171,0.04,-0.009
"chr1-2386","chr1",161180001,161200000,"chr1-2386",0.022,0.169,0.336,0.188,0.134,-0.022,0.059,0.095,0.117
"chr1-2387","chr1",161200001,161210000,"chr1-2387",-0.297,0.061,-0.154,-0.269,0.056,-0.013,-0.413,-0.112,-0.217
"chr1-2388","chr1",161210001,161230000,"chr1-2388",-0.366,-0.027,-0.394,-0.304,-0.04,-0.046,-0.246,-0.127,-0.145
"chr1-2389","chr1",161230001,161280000,"chr1-2389",-0.314,0.103,-0.124,-0.139,0.032,-0.012,-0.166,0.053,0.097
"chr1-2390","chr1",161280001,161290000,"chr1-2390",0.123,-0.007,-0.024,0.128,0.082,0.031,0.104,0.186,0.066
"chr1-2391","chr1",161290001,161360000,"chr1-2391",-0.322,0.225,0.053,0.17,0.137,0.195,0.155,0.215,0.177
"chr1-2392","chr1",161360001,161370000,"chr1-2392",0.319,0.067,-0.035,0.211,0.061,0.06,0.215,0.114,0.043
"chr1-2393","chr1",161370001,161430000,"chr1-2393",-0.269,0.131,0.108,0.046,0.02,-0.178,-0.297,0.084,0.036
"chr1-2394","chr1",161430001,161490000,"chr1-2394",-0.256,0.016,0.072,-0.038,-0.021,-0.031,-0.243,-0.119,0.115
"chr1-2395","chr1",161490001,161500000,"chr1-2395",-0.059,-0.021,0.242,0.096,-0.007,-0.076,0.052,-0.068,-0.016
"chr1-2396","chr1",161500001,161570000,"chr1-2396",-0.192,0.04,-0.129,-0.043,-0.018,-0.151,-0.165,-0.172,-0.001
"chr1-2397","chr1",161570001,161600000,"chr1-2397",0.237,0.105,0.202,0.215,-0.268,-0.351,0.036,-0.224,0.189
"chr1-2398","chr1",161600001,161690000,"chr1-2398",-0.221,0.117,-0.016,0.001,-0.076,-0.182,-0.282,-0.116,0.043
"chr1-2399","chr1",161690001,161700000,"chr1-2399",-0.013,-0.04,-0.113,-0.026,-0.033,0.012,-0.059,0.047,-0.046
"chr1-2400","chr1",161700001,161720000,"chr1-2400",0.061,0.022,-0.046,0.032,0.085,0.033,-0.015,0.049,0.08
"chr1-2401","chr1",161720001,161810000,"chr1-2401",-0.057,0.003,-0.161,-0.084,-0.018,-0.105,-0.054,-0.05,0.053
"chr1-2402","chr1",161810001,161920000,"chr1-2402",-0.314,-0.119,-0.271,-0.272,-0.028,-0.103,-0.326,-0.26,-0.157
"chr1-2403","chr1",161920001,161960000,"chr1-2403",-0.132,-0.093,0.017,0.032,0.042,-0.066,-0.137,-0.148,-0.011
"chr1-2404","chr1",161960001,161990000,"chr1-2404",-0.308,-0.068,-0.428,-0.099,-0.178,-0.191,-0.263,-0.222,-0.06
"chr1-2405","chr1",161990001,162000000,"chr1-2405",0.303,-0.051,-0.123,0.089,-0.008,0.064,0.221,0.14,0.061
"chr1-2406","chr1",162000001,162040000,"chr1-2406",0.143,0.194,0.353,0.104,0.134,0.07,0.087,0.272,0.187
"chr1-2407","chr1",162040001,162170000,"chr1-2407",-0.295,-0.061,-0.48,-0.334,-0.116,-0.112,-0.316,-0.333,-0.229
"chr1-2408","chr1",162170001,162280000,"chr1-2408",-0.551,-0.155,-0.736,-0.571,-0.137,-0.155,-0.43,-0.5,-0.331
"chr1-2409","chr1",162280001,162330000,"chr1-2409",-0.535,-0.126,-0.321,-0.394,-0.116,-0.061,-0.42,-0.36,-0.196
"chr1-2410","chr1",162330001,162340000,"chr1-2410",-0.401,-0.077,-0.284,-0.179,-0.08,-0.056,-0.111,-0.144,-0.105
"chr1-2411","chr1",162340001,162360000,"chr1-2411",-0.242,-0.018,-0.125,-0.194,-0.029,-0.05,-0.123,-0.178,-0.024
"chr1-2412","chr1",162360001,162460000,"chr1-2412",-0.375,0.005,-0.191,-0.142,0.073,-0.035,-0.422,-0.127,-0.061
"chr1-2413","chr1",162460001,162470000,"chr1-2413",0.13,0.152,0.378,0.3,0.139,0.126,0.091,0.203,0.194
"chr1-2414","chr1",162470001,162540000,"chr1-2414",0.098,-0.095,-0.061,0.093,0.017,0.086,0.003,0.078,0.049
"chr1-2415","chr1",162540001,162640000,"chr1-2415",-0.334,-0.06,-0.124,-0.162,0.001,-0.105,-0.264,-0.194,-0.02
"chr1-2416","chr1",162640001,162760000,"chr1-2416",-0.316,-0.037,-0.363,-0.2,-0.011,-0.077,-0.194,-0.273,-0.131
"chr1-2417","chr1",162760001,162840000,"chr1-2417",0.148,-0.08,0.056,-0.007,-0.035,-0.117,-0.078,-0.08,-0.086
"chr1-2418","chr1",162840001,162950000,"chr1-2418",-0.577,-0.278,-0.36,-0.336,-0.094,-0.14,-0.586,-0.343,-0.233
"chr1-2419","chr1",162950001,163040000,"chr1-2419",-0.669,-0.06,-0.477,-0.163,-0.131,-0.059,-0.34,-0.243,-0.05
"chr1-2420","chr1",163040001,163140000,"chr1-2420",-0.757,-0.347,-0.638,-0.424,-0.112,-0.209,-0.364,-0.377,-0.188
"chr1-2421","chr1",163140001,163290000,"chr1-2421",-0.414,-0.098,-0.039,-0.096,-0.051,0.042,-0.356,-0.218,-0.015
"chr1-2422","chr1",163290001,163300000,"chr1-2422",0.038,-0.035,-0.048,0.069,0.07,-0.041,-0.053,-0.001,-0.022
"chr1-2423","chr1",163300001,163390000,"chr1-2423",-0.167,0.034,-0.116,0.037,0.06,0.081,-0.173,0.014,0.155
"chr1-2424","chr1",163390001,163720000,"chr1-2424",-0.539,-0.172,-0.176,-0.325,-0.047,-0.192,-0.648,-0.319,-0.1
"chr1-2425","chr1",163720001,164030000,"chr1-2425",-0.757,-0.102,-0.315,-0.247,-0.154,-0.112,-0.553,-0.333,-0.177
"chr1-2426","chr1",164030001,164300000,"chr1-2426",-0.539,-0.067,-0.187,-0.059,-0.069,-0.016,-0.475,-0.117,0.008
"chr1-2427","chr1",164300001,164520000,"chr1-2427",-0.286,0.066,-0.03,-0.019,0.034,0.027,-0.379,-0.1,-0.086
"chr1-2428","chr1",164520001,164530000,"chr1-2428",0.264,0.268,0.395,0.395,0.21,0.109,0.346,0.426,0.408
"chr1-2429","chr1",164530001,164550000,"chr1-2429",0.056,0.047,0.068,0.093,0.049,-0.113,0.199,0.047,0
"chr1-2430","chr1",164550001,164590000,"chr1-2430",0.093,0.132,-0.161,0.017,0.049,-0.18,0.035,0.092,0.182
"chr1-2431","chr1",164590001,164620000,"chr1-2431",-0.272,0.029,-0.234,-0.129,0.031,0.003,-0.156,-0.071,-0.001
"chr1-2432","chr1",164620001,164690000,"chr1-2432",-0.182,-0.078,-0.221,-0.13,-0.121,-0.058,-0.211,-0.323,-0.116
"chr1-2433","chr1",164690001,164740000,"chr1-2433",-0.375,-0.126,-0.621,-0.294,-0.043,-0.08,-0.281,-0.372,-0.076
"chr1-2434","chr1",164740001,164780000,"chr1-2434",-0.108,-0.004,-0.425,-0.067,-0.035,-0.086,-0.075,-0.24,-0.046
"chr1-2435","chr1",164780001,164950000,"chr1-2435",-0.281,-0.039,-0.293,-0.245,-0.073,-0.099,-0.167,-0.262,-0.05
"chr1-2436","chr1",164950001,165090000,"chr1-2436",-0.557,-0.134,-0.384,-0.173,-0.03,-0.124,-0.278,-0.293,-0.13
"chr1-2437","chr1",165090001,165200000,"chr1-2437",-0.491,-0.089,-0.268,-0.344,-0.059,-0.088,-0.315,-0.397,-0.163
"chr1-2438","chr1",165200001,165320000,"chr1-2438",-0.262,-0.107,-0.292,-0.163,-0.105,-0.075,-0.16,-0.199,-0.126
"chr1-2439","chr1",165320001,165330000,"chr1-2439",0.008,-0.185,0.036,-0.072,-0.083,0.013,0.014,-0.078,-0.061
"chr1-2440","chr1",165330001,165410000,"chr1-2440",-0.627,-0.019,-0.495,-0.277,-0.065,-0.14,-0.45,-0.359,-0.154
"chr1-2441","chr1",165410001,165420000,"chr1-2441",-0.543,-0.243,-0.503,-0.51,-0.207,-0.135,-0.381,-0.501,-0.192
"chr1-2442","chr1",165420001,165520000,"chr1-2442",-0.41,0.022,-0.106,-0.163,-0.051,-0.036,-0.392,-0.08,-0.069
"chr1-2443","chr1",165520001,165600000,"chr1-2443",-0.029,0.008,0.165,0.005,-0.084,-0.102,-0.13,-0.028,-0.018
"chr1-2444","chr1",165600001,165610000,"chr1-2444",0.06,-0.096,-0.296,-0.145,-0.024,-0.01,0.134,0.007,-0.031
"chr1-2445","chr1",165610001,165660000,"chr1-2445",-0.301,0.041,-0.107,-0.15,0.075,-0.027,-0.272,-0.062,0.026
"chr1-2446","chr1",165660001,165730000,"chr1-2446",0.079,0.06,0.221,0.182,0.019,0.028,-0.007,0.135,-0.008
"chr1-2447","chr1",165730001,165790000,"chr1-2447",-0.197,-0.194,-0.411,-0.281,-0.081,-0.182,-0.277,-0.355,-0.17
"chr1-2448","chr1",165790001,165800000,"chr1-2448",0.313,0.232,0.394,0.327,0.159,0.197,0.214,0.225,0.218
"chr1-2449","chr1",165800001,165870000,"chr1-2449",-0.56,0.01,-0.343,-0.27,-0.039,-0.103,-0.352,-0.328,-0.204
"chr1-2450","chr1",165870001,165910000,"chr1-2450",-0.238,0.033,-0.198,-0.105,-0.092,0.015,-0.15,-0.127,-0.016
"chr1-2451","chr1",165910001,166050000,"chr1-2451",-0.265,0.006,-0.18,-0.073,-0.047,-0.075,-0.076,-0.218,-0.024
"chr1-2452","chr1",166050001,166130000,"chr1-2452",-0.508,-0.057,-0.475,-0.358,-0.08,-0.23,-0.297,-0.315,-0.133
"chr1-2453","chr1",166130001,166140000,"chr1-2453",0.213,0.026,-0.031,0.096,-0.013,0,0.001,0.09,0.086
"chr1-2454","chr1",166140001,166460000,"chr1-2454",-0.506,-0.123,-0.334,-0.304,-0.069,-0.07,-0.423,-0.258,-0.163
"chr1-2455","chr1",166460001,166800000,"chr1-2455",-0.744,-0.179,-0.424,-0.438,-0.103,-0.053,-0.491,-0.37,-0.149
"chr1-2456","chr1",166800001,166840000,"chr1-2456",-0.095,0.144,0.119,0.108,0.131,0.037,0.105,0.214,0.309
"chr1-2457","chr1",166840001,166860000,"chr1-2457",0.133,-0.005,0.037,0.111,-0.023,0.008,0.046,-0.027,0.072
"chr1-2458","chr1",166860001,166910000,"chr1-2458",-0.499,-0.142,-0.442,-0.284,-0.087,-0.144,-0.219,-0.41,-0.147
"chr1-2459","chr1",166910001,166950000,"chr1-2459",-0.225,0.047,-0.343,0.082,-0.037,-0.034,-0.392,-0.03,0.064
"chr1-2460","chr1",166950001,166960000,"chr1-2460",0.185,0.137,0.68,0.372,0.061,0.074,0.02,0.209,0.185
"chr1-2461","chr1",166960001,167030000,"chr1-2461",-0.368,-0.079,-0.235,-0.272,-0.099,-0.013,-0.294,-0.249,-0.182
"chr1-2462","chr1",167030001,167060000,"chr1-2462",-0.406,0.055,0.067,-0.176,0.007,-0.069,-0.322,-0.219,0.018
"chr1-2463","chr1",167060001,167090000,"chr1-2463",-0.261,-0.052,-0.205,-0.09,-0.091,-0.09,-0.243,-0.187,-0.15
"chr1-2464","chr1",167090001,167100000,"chr1-2464",0.036,0.063,0.225,0.116,-0.066,-0.023,-0.002,0.046,0.049
"chr1-2465","chr1",167100001,167180000,"chr1-2465",-0.621,-0.147,-0.053,-0.183,-0.169,-0.162,-0.365,-0.246,-0.163
"chr1-2466","chr1",167180001,167200000,"chr1-2466",0.546,0.139,0.323,0.232,0.113,0.139,0.231,0.312,0.17
"chr1-2467","chr1",167200001,167330000,"chr1-2467",-0.442,0.012,0.029,-0.145,-0.041,-0.003,-0.535,-0.113,-0.072
"chr1-2468","chr1",167330001,167400000,"chr1-2468",-0.709,-0.209,-0.553,-0.278,-0.141,-0.073,-0.557,-0.325,-0.159
"chr1-2469","chr1",167400001,167420000,"chr1-2469",-0.128,-0.022,-0.101,-0.145,0.022,-0.015,-0.03,-0.176,-0.06
"chr1-2470","chr1",167420001,167430000,"chr1-2470",0.093,0.017,0.05,-0.017,0.034,0.067,0.103,0.109,0.085
"chr1-2471","chr1",167430001,167480000,"chr1-2471",-0.442,0.038,-0.124,-0.227,0.007,-0.04,-0.317,-0.124,-0.056
"chr1-2472","chr1",167480001,167520000,"chr1-2472",-0.316,0.023,-0.056,-0.11,-0.018,-0.059,-0.257,-0.09,0.005
"chr1-2473","chr1",167520001,167590000,"chr1-2473",-0.281,-0.076,-0.196,-0.154,0.065,-0.055,-0.255,-0.2,-0.017
"chr1-2474","chr1",167590001,167600000,"chr1-2474",0.108,-0.01,0.355,0.199,0.005,-0.077,0.071,0.143,0.116
"chr1-2475","chr1",167600001,167640000,"chr1-2475",-0.356,-0.022,-0.324,-0.276,-0.102,-0.104,-0.138,-0.297,-0.19
"chr1-2476","chr1",167640001,167680000,"chr1-2476",-0.166,-0.025,-0.146,-0.177,-0.038,-0.156,-0.239,-0.209,-0.275
"chr1-2477","chr1",167680001,167690000,"chr1-2477",-0.033,-0.086,-0.343,-0.211,-0.055,-0.073,0.07,-0.176,-0.166
"chr1-2478","chr1",167690001,167700000,"chr1-2478",0.279,0.255,0.287,0.268,0.259,0.16,0.27,0.182,0.196
"chr1-2479","chr1",167700001,167780000,"chr1-2479",-0.218,0.04,0.037,0.028,0.042,0.02,-0.24,-0.094,0.096
"chr1-2480","chr1",167780001,167820000,"chr1-2480",-0.328,0.018,-0.163,-0.07,-0.029,0.001,-0.316,-0.107,-0.167
"chr1-2481","chr1",167820001,167900000,"chr1-2481",-0.643,-0.012,-0.173,-0.298,0.024,-0.104,-0.353,-0.167,-0.111
"chr1-2482","chr1",167900001,167910000,"chr1-2482",0.148,-0.177,-0.221,0.047,-0.001,0.089,0.137,0.045,-0.035
"chr1-2483","chr1",167910001,168050000,"chr1-2483",-0.445,-0.194,-0.314,-0.216,-0.113,-0.161,-0.366,-0.309,-0.224
"chr1-2484","chr1",168050001,168100000,"chr1-2484",-0.306,0.022,-0.261,-0.142,0.052,0.013,0.058,-0.218,-0.022
"chr1-2485","chr1",168100001,168110000,"chr1-2485",0.273,0.175,0.263,0.259,0.147,0.008,0.302,0.275,0.155
"chr1-2486","chr1",168110001,168150000,"chr1-2486",0.171,0.088,0.029,0.233,0.139,0.029,0.167,0.188,0.17
"chr1-2487","chr1",168150001,168200000,"chr1-2487",0.153,0.114,0.292,0.229,0.075,-0.044,0.154,0.167,0.107
"chr1-2488","chr1",168200001,168250000,"chr1-2488",-0.215,0.125,-0.089,-0.039,0.138,0.076,-0.043,-0.169,0.103
"chr1-2489","chr1",168250001,168310000,"chr1-2489",-0.268,0.065,0.005,-0.04,0.052,-0.082,-0.048,-0.046,0.138
"chr1-2490","chr1",168310001,168370000,"chr1-2490",-0.269,-0.104,-0.202,-0.203,-0.031,-0.172,-0.141,-0.209,-0.069
"chr1-2491","chr1",168370001,168460000,"chr1-2491",-0.369,-0.057,-0.213,-0.155,0.095,-0.035,-0.189,-0.16,0
"chr1-2492","chr1",168460001,168520000,"chr1-2492",-0.424,-0.092,-0.252,-0.266,-0.098,-0.122,-0.357,-0.261,-0.064
"chr1-2493","chr1",168520001,168690000,"chr1-2493",-0.687,-0.174,-0.597,-0.378,-0.226,-0.28,-0.434,-0.491,-0.296
"chr1-2494","chr1",168690001,168750000,"chr1-2494",-0.38,-0.031,-0.271,-0.148,-0.039,-0.037,-0.428,-0.215,-0.079
"chr1-2495","chr1",168750001,168890000,"chr1-2495",-0.652,-0.229,-0.381,-0.209,-0.151,-0.117,-0.628,-0.223,-0.133
"chr1-2496","chr1",168890001,169070000,"chr1-2496",-0.554,-0.025,-0.395,-0.34,-0.051,-0.09,-0.454,-0.399,-0.093
"chr1-2497","chr1",169070001,169080000,"chr1-2497",0.349,0.098,0.206,0.204,0.067,0.071,0.087,0.127,0.135
"chr1-2498","chr1",169080001,169200000,"chr1-2498",-0.274,-0.13,-0.075,-0.207,-0.051,-0.138,-0.334,-0.223,-0.211
"chr1-2499","chr1",169200001,169330000,"chr1-2499",-0.255,0.034,-0.051,0.038,0.023,0.076,-0.098,-0.011,0.102
"chr1-2500","chr1",169330001,169340000,"chr1-2500",-0.187,-0.11,-0.433,-0.011,0.002,-0.179,-0.26,-0.289,-0.12
"chr1-2501","chr1",169340001,169450000,"chr1-2501",-0.315,-0.029,-0.366,-0.062,-0.052,-0.045,-0.184,-0.098,-0.1
"chr1-2502","chr1",169450001,169550000,"chr1-2502",-0.13,-0.122,-0.163,-0.074,0.013,-0.026,-0.15,-0.064,-0.059
"chr1-2503","chr1",169550001,169600000,"chr1-2503",-0.416,-0.053,-0.334,-0.328,-0.104,-0.11,-0.421,-0.321,-0.114
"chr1-2504","chr1",169600001,169670000,"chr1-2504",-0.364,0.126,0.042,0.055,-0.019,0.005,-0.222,-0.033,0.052
"chr1-2505","chr1",169670001,169760000,"chr1-2505",-0.6,-0.178,-0.506,-0.446,-0.215,-0.144,-0.541,-0.409,-0.168
"chr1-2506","chr1",169760001,169860000,"chr1-2506",-0.187,-0.059,-0.238,-0.103,0.025,-0.032,-0.077,-0.244,-0.054
"chr1-2507","chr1",169860001,169870000,"chr1-2507",0.212,-0.122,0.002,0.162,0.009,0.005,0.063,0.059,0.054
"chr1-2508","chr1",169870001,170040000,"chr1-2508",-0.104,-0.018,0.201,0.026,0.016,0.09,-0.097,0.061,0.14
"chr1-2509","chr1",170040001,170050000,"chr1-2509",0.13,0.019,0.051,0.02,-0.007,0.055,0.132,-0.016,-0.054
"chr1-2510","chr1",170050001,170140000,"chr1-2510",-0.651,-0.175,-0.393,-0.24,-0.106,-0.036,-0.574,-0.285,-0.129
"chr1-2511","chr1",170140001,170480000,"chr1-2511",-0.675,-0.171,-0.446,-0.423,-0.155,-0.156,-0.528,-0.385,-0.182
"chr1-2512","chr1",170480001,170510000,"chr1-2512",-0.267,0.005,-0.099,-0.034,0.008,-0.026,-0.088,-0.065,0.058
"chr1-2513","chr1",170510001,170630000,"chr1-2513",-0.252,-0.06,0.112,0.018,-0.053,0.011,-0.234,-0.061,0.123
"chr1-2514","chr1",170630001,170640000,"chr1-2514",0.397,0.132,0.586,0.401,0.17,0.118,0.37,0.295,0.375
"chr1-2515","chr1",170640001,170830000,"chr1-2515",-0.438,-0.057,-0.26,-0.207,-0.078,-0.103,-0.409,-0.182,0.001
"chr1-2516","chr1",170830001,171050000,"chr1-2516",-0.661,-0.273,-0.183,-0.174,-0.174,-0.14,-0.575,-0.382,-0.035
"chr1-2517","chr1",171050001,171150000,"chr1-2517",-0.705,-0.147,-0.516,-0.337,-0.061,-0.085,-0.57,-0.303,-0.237
"chr1-2518","chr1",171150001,171220000,"chr1-2518",-0.301,0.045,-0.056,-0.168,0.015,0.041,-0.3,-0.242,-0.038
"chr1-2519","chr1",171220001,171230000,"chr1-2519",-0.313,-0.145,-0.454,-0.366,-0.064,-0.163,-0.101,-0.273,-0.296
"chr1-2520","chr1",171230001,171450000,"chr1-2520",-0.438,-0.059,-0.136,-0.205,-0.125,-0.11,-0.448,-0.251,-0.114
"chr1-2521","chr1",171450001,171460000,"chr1-2521",0.157,0.013,-0.319,-0.079,0.057,0.031,-0.172,-0.079,0.015
"chr1-2522","chr1",171460001,171540000,"chr1-2522",-0.158,-0.092,0.109,0.019,0.018,0.011,-0.32,-0.06,0.06
"chr1-2523","chr1",171540001,171630000,"chr1-2523",-0.189,0.02,-0.18,-0.047,-0.034,-0.05,-0.196,-0.203,-0.136
"chr1-2524","chr1",171630001,171750000,"chr1-2524",-0.013,-0.071,0.007,0.071,0.005,-0.063,-0.042,0.027,0.089
"chr1-2525","chr1",171750001,171760000,"chr1-2525",0.091,0.092,0.231,0.09,0.061,0.016,0.018,0.092,0.011
"chr1-2526","chr1",171760001,171820000,"chr1-2526",-0.102,-0.07,-0.096,-0.052,-0.09,-0.016,-0.218,-0.039,-0.109
"chr1-2527","chr1",171820001,171930000,"chr1-2527",-0.691,-0.085,-0.186,-0.279,-0.065,-0.088,-0.431,-0.182,-0.167
"chr1-2528","chr1",171930001,172110000,"chr1-2528",-0.384,-0.129,-0.131,-0.168,0.105,0.054,-0.303,-0.054,0.178
"chr1-2529","chr1",172110001,172250000,"chr1-2529",-0.207,-0.099,-0.323,-0.305,-0.057,-0.145,-0.075,-0.201,0.012
"chr1-2530","chr1",172250001,172320000,"chr1-2530",-0.516,-0.098,-0.221,-0.339,-0.048,-0.076,-0.412,-0.187,-0.057
"chr1-2531","chr1",172320001,172410000,"chr1-2531",-0.095,0.019,-0.041,0.054,0.048,-0.005,-0.031,-0.171,0.103
"chr1-2532","chr1",172410001,172420000,"chr1-2532",-0.296,-0.071,-0.391,-0.238,-0.159,-0.105,-0.046,-0.261,-0.084
"chr1-2533","chr1",172420001,172500000,"chr1-2533",-0.569,0.09,-0.123,-0.199,-0.046,-0.126,-0.322,-0.218,-0.053
"chr1-2534","chr1",172500001,172580000,"chr1-2534",-0.01,-0.068,0.008,0.179,0.028,-0.043,0.082,0.065,0.091
"chr1-2535","chr1",172580001,172710000,"chr1-2535",-0.289,0.04,-0.196,-0.258,-0.056,-0.059,-0.364,-0.231,-0.152
"chr1-2536","chr1",172710001,172790000,"chr1-2536",-0.587,-0.082,-0.445,-0.342,-0.154,-0.142,-0.439,-0.363,-0.207
"chr1-2537","chr1",172790001,172900000,"chr1-2537",-0.527,-0.073,-0.208,-0.239,-0.067,-0.093,-0.253,-0.256,-0.028
"chr1-2538","chr1",172900001,172970000,"chr1-2538",-0.474,-0.031,-0.221,-0.219,-0.053,-0.043,-0.421,-0.223,-0.033
"chr1-2539","chr1",172970001,173100000,"chr1-2539",-0.718,-0.052,-0.617,-0.386,0.008,0.019,-0.351,-0.288,-0.096
"chr1-2540","chr1",173100001,173180000,"chr1-2540",-0.563,-0.076,-0.272,-0.243,-0.119,-0.018,-0.489,-0.346,-0.081
"chr1-2541","chr1",173180001,173320000,"chr1-2541",-0.633,-0.011,-0.363,-0.282,-0.088,-0.086,-0.402,-0.195,-0.087
"chr1-2542","chr1",173320001,173440000,"chr1-2542",-0.325,0.106,0.04,-0.075,0.008,0.001,-0.39,-0.087,0.022
"chr1-2543","chr1",173440001,173450000,"chr1-2543",0.222,0.155,0.057,0.282,0.073,0.049,0.2,0.178,0.215
"chr1-2544","chr1",173450001,173570000,"chr1-2544",-0.24,0.051,-0.234,-0.137,0.041,-0.05,-0.229,-0.148,-0.009
"chr1-2545","chr1",173570001,173630000,"chr1-2545",-0.368,-0.038,0.002,-0.141,-0.079,-0.086,-0.245,-0.189,-0.034
