"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr4-0206","chr4",17300001,17500000,"chr4-0206",-0.201,0.056,0.159,-0.044,0.008,-0.037,-0.174,-0.132,-0.06
"chr4-0207","chr4",17500001,17550000,"chr4-0207",-0.112,0.072,0.058,-0.012,0.061,0.01,-0.145,-0.089,0.018
"chr4-0208","chr4",17550001,17600000,"chr4-0208",-0.135,0.089,0.028,-0.005,0.11,-0.058,-0.071,0.079,0.028
"chr4-0209","chr4",17600001,17650000,"chr4-0209",0.064,0.114,0.262,0.193,0.086,-0.039,0.046,0.147,0.047
"chr4-0210","chr4",17650001,17800000,"chr4-0210",-0.113,-0.026,-0.072,-0.193,-0.082,-0.032,-0.165,-0.08,0.129
"chr4-0211","chr4",17800001,17850000,"chr4-0211",0.183,-0.056,-0.058,0.146,-0.06,0.042,0.002,0.153,0.243
"chr4-0212","chr4",17850001,18050000,"chr4-0212",0.075,-0.091,-0.326,-0.105,0.006,0.022,-0.08,-0.058,0.12
"chr4-0213","chr4",18050001,18550000,"chr4-0213",-0.54,-0.157,-0.324,-0.143,-0.161,-0.135,-0.444,-0.376,-0.055
"chr4-0214","chr4",18550001,19150000,"chr4-0214",-0.52,-0.106,-0.486,-0.145,-0.061,-0.015,-0.399,-0.267,-0.146
"chr4-0215","chr4",19150001,19500000,"chr4-0215",-0.469,-0.144,-0.291,-0.052,-0.139,-0.033,-0.422,-0.135,-0.082
"chr4-0216","chr4",19500001,20250000,"chr4-0216",-0.468,-0.191,-0.355,-0.257,-0.1,-0.099,-0.549,-0.292,-0.073
"chr4-0217","chr4",20250001,20300000,"chr4-0217",0.271,-0.202,-0.314,-0.059,-0.098,0.046,0.099,0.033,-0.152
"chr4-0218","chr4",20300001,20550000,"chr4-0218",-0.5,-0.214,-0.11,-0.236,-0.124,-0.068,-0.576,-0.156,-0.054
"chr4-0219","chr4",20550001,20700000,"chr4-0219",-0.52,-0.093,-0.218,-0.256,-0.077,-0.137,-0.429,-0.185,-0.05
"chr4-0220","chr4",20700001,20750000,"chr4-0220",-0.221,0.006,-0.036,0.01,-0.002,0.011,0.05,0.003,0.048
"chr4-0221","chr4",20750001,20900000,"chr4-0221",-0.442,-0.07,-0.128,-0.154,-0.067,0,-0.455,-0.204,-0.127
"chr4-0222","chr4",20900001,21350000,"chr4-0222",-0.292,-0.158,-0.137,-0.105,-0.088,-0.092,-0.279,0.022,0.048
"chr4-0223","chr4",21350001,21700000,"chr4-0223",-0.475,-0.132,-0.097,-0.114,-0.06,-0.095,-0.379,-0.103,0.004
"chr4-0224","chr4",21700001,21950000,"chr4-0224",-0.281,0.025,-0.196,-0.111,0.017,-0.028,-0.329,-0.024,-0.006
"chr4-0225","chr4",21950001,22350000,"chr4-0225",-0.039,0.04,0.215,0.1,-0.038,-0.076,-0.075,0.084,0.001
"chr4-0226","chr4",22350001,22450000,"chr4-0226",-0.024,-0.053,0.344,0.108,0.031,-0.074,-0.22,0.014,0.07
"chr4-0227","chr4",22450001,22550000,"chr4-0227",-0.039,-0.021,0.084,0.066,0.013,0.004,-0.28,0.059,0.042
"chr4-0228","chr4",22550001,22700000,"chr4-0228",-0.243,-0.079,0.388,0.038,-0.021,-0.141,-0.315,-0.017,-0.035
"chr4-0229","chr4",22700001,22950000,"chr4-0229",-0.443,-0.04,-0.104,-0.324,-0.025,0.026,-0.388,-0.167,0.004
"chr4-0230","chr4",22950001,23250000,"chr4-0230",-0.632,-0.122,-0.051,-0.608,-0.222,-0.218,-0.394,-0.444,-0.271
"chr4-0231","chr4",23250001,23750000,"chr4-0231",-0.618,-0.056,-0.301,-0.288,-0.093,-0.103,-0.586,-0.322,-0.087
"chr4-0232","chr4",23750001,23850000,"chr4-0232",-0.565,-0.116,-0.037,-0.278,-0.124,-0.14,-0.564,-0.218,-0.173
"chr4-0233","chr4",23850001,23900000,"chr4-0233",-0.277,-0.159,-0.411,-0.201,-0.083,-0.159,-0.299,-0.338,-0.096
"chr4-0234","chr4",23900001,24100000,"chr4-0234",-0.657,-0.198,-0.516,-0.359,-0.161,-0.178,-0.436,-0.402,-0.21
"chr4-0235","chr4",24100001,24250000,"chr4-0235",-0.459,-0.121,-0.481,-0.249,-0.023,-0.081,-0.361,-0.21,0.02
"chr4-0236","chr4",24250001,24450000,"chr4-0236",-0.321,-0.009,0.005,-0.17,-0.072,-0.076,-0.273,-0.12,-0.102
"chr4-0237","chr4",24450001,24500000,"chr4-0237",0.224,-0.052,-0.121,-0.008,0.021,-0.004,-0.068,0.003,-0.079
"chr4-0238","chr4",24500001,24550000,"chr4-0238",-0.164,-0.047,0.061,-0.102,-0.013,-0.012,-0.255,-0.073,0.026
"chr4-0239","chr4",24550001,24600000,"chr4-0239",0.032,0.053,0.221,0.115,0.036,0.022,-0.134,0.13,0.043
"chr4-0240","chr4",24600001,24750000,"chr4-0240",-0.545,-0.017,-0.25,-0.169,-0.062,-0.076,-0.296,-0.221,-0.089
"chr4-0241","chr4",24750001,24800000,"chr4-0241",-0.266,-0.111,-0.449,-0.094,-0.002,-0.26,-0.124,-0.155,-0.05
"chr4-0242","chr4",24800001,24850000,"chr4-0242",-0.082,0.064,0.202,-0.092,-0.077,-0.126,-0.121,-0.118,-0.079
"chr4-0243","chr4",24850001,24950000,"chr4-0243",0.009,0.078,-0.047,0.058,0.086,0.065,-0.051,-0.085,0.021
"chr4-0244","chr4",24950001,25000000,"chr4-0244",-0.277,-0.085,-0.437,-0.203,-0.017,-0.143,-0.22,-0.208,-0.157
"chr4-0245","chr4",25000001,25050000,"chr4-0245",0.121,0.087,0.095,0.047,0.039,0.002,0.123,-0.018,0.066
"chr4-0246","chr4",25050001,25150000,"chr4-0246",-0.006,0.001,0.094,-0.043,-0.002,-0.057,0.042,-0.021,-0.02
"chr4-0247","chr4",25150001,25200000,"chr4-0247",0.288,0.121,0.326,0.236,0.079,0.084,-0.003,0.297,0.111
"chr4-0248","chr4",25200001,25300000,"chr4-0248",-0.036,-0.03,0.154,0.099,0.013,0.015,-0.155,0.06,0.015
"chr4-0249","chr4",25300001,25350000,"chr4-0249",-0.065,-0.045,-0.083,-0.05,-0.049,0.041,-0.184,0.088,-0.018
"chr4-0250","chr4",25350001,25400000,"chr4-0250",-0.207,-0.131,-0.243,-0.208,0.032,0.026,0.039,-0.102,-0.193
"chr4-0251","chr4",25400001,25650000,"chr4-0251",-0.222,0.039,0.311,0.003,0.022,-0.002,-0.161,0.03,0.033
"chr4-0252","chr4",25650001,25700000,"chr4-0252",-0.157,0.075,0.288,0.009,0.037,-0.051,-0.014,-0.037,0.047
"chr4-0253","chr4",25700001,25850000,"chr4-0253",-0.392,-0.014,-0.232,-0.25,-0.052,-0.057,-0.315,-0.3,-0.203
"chr4-0254","chr4",25850001,25900000,"chr4-0254",-0.232,-0.04,-0.117,-0.108,-0.049,-0.007,-0.238,-0.162,-0.099
"chr4-0255","chr4",25900001,25950000,"chr4-0255",-0.219,-0.013,-0.134,-0.028,-0.01,-0.062,-0.164,-0.064,-0.052
"chr4-0256","chr4",25950001,26050000,"chr4-0256",-0.1,-0.05,-0.1,-0.076,-0.022,-0.07,-0.059,-0.062,-0.131
"chr4-0257","chr4",26050001,26100000,"chr4-0257",-0.101,0.003,-0.218,-0.031,0.052,-0.059,-0.171,-0.156,-0.009
"chr4-0258","chr4",26100001,26200000,"chr4-0258",-0.134,0.092,-0.128,-0.013,0.012,-0.104,-0.123,-0.114,-0.048
"chr4-0259","chr4",26200001,26300000,"chr4-0259",-0.256,-0.069,0.069,-0.154,-0.027,-0.132,-0.258,-0.117,-0.08
"chr4-0260","chr4",26300001,26350000,"chr4-0260",0.219,0.038,0.04,0.143,0.047,0.085,0.16,0.143,0.059
"chr4-0261","chr4",26350001,26450000,"chr4-0261",-0.211,0.046,-0.113,-0.047,0.028,-0.024,-0.269,-0.028,0.068
"chr4-0262","chr4",26450001,26550000,"chr4-0262",-0.072,0.03,0.016,-0.067,-0.05,-0.05,-0.127,-0.125,-0.025
"chr4-0263","chr4",26550001,26600000,"chr4-0263",-0.07,-0.134,-0.242,-0.166,-0.085,-0.045,-0.227,-0.199,-0.151
"chr4-0264","chr4",26600001,26850000,"chr4-0264",-0.443,-0.133,-0.313,-0.218,-0.093,-0.216,-0.36,-0.367,-0.15
"chr4-0265","chr4",26850001,26900000,"chr4-0265",0.177,0.019,-0.023,0.148,0.059,0.009,0.034,0.185,0.05
"chr4-0266","chr4",26900001,27050000,"chr4-0266",-0.321,-0.045,-0.148,-0.095,-0.001,-0.042,-0.296,-0.151,-0.007
"chr4-0267","chr4",27050001,27100000,"chr4-0267",-0.198,-0.074,0.013,-0.193,-0.019,-0.167,-0.13,-0.142,-0.063
"chr4-0268","chr4",27100001,27300000,"chr4-0268",-0.574,-0.048,-0.345,-0.348,-0.07,-0.047,-0.354,-0.273,-0.072
"chr4-0269","chr4",27300001,28100000,"chr4-0269",-0.44,-0.051,-0.291,-0.233,-0.054,-0.014,-0.472,-0.249,0.035
"chr4-0270","chr4",28100001,28400000,"chr4-0270",-0.278,-0.048,-0.008,-0.204,-0.082,-0.061,-0.311,-0.288,-0.075
"chr4-0271","chr4",28400001,29000000,"chr4-0271",-0.169,-0.002,0.063,0.097,0.025,0.002,-0.187,0.026,0.118
"chr4-0272","chr4",29000001,30700000,"chr4-0272",-0.566,-0.18,-0.243,-0.194,-0.169,-0.147,-0.502,-0.174,-0.061
"chr4-0273","chr4",30700001,30750000,"chr4-0273",0.301,-0.067,0.223,0.07,-0.042,0,0.159,0.142,0.031
"chr4-0274","chr4",30750001,30950000,"chr4-0274",-0.469,-0.273,-0.475,-0.264,-0.074,-0.158,-0.288,-0.278,-0.14
"chr4-0275","chr4",30950001,31200000,"chr4-0275",-0.369,0.023,0.048,-0.061,0.045,0.072,-0.3,0.003,0.274
"chr4-0276","chr4",31200001,31820917,"chr4-0276",-0.286,-0.147,-0.246,-0.129,-0.078,0.004,-0.21,-0.172,-0.083
"chr4-0277","chr4",31837418,32834638,"chr4-0277",-0.524,-0.141,0.004,-0.173,-0.045,-0.037,-0.471,-0.18,-0.014
"chr4-0278","chr4",32840639,33900000,"chr4-0278",-0.415,-0.133,-0.422,-0.204,-0.101,-0.158,-0.403,-0.219,-0.078
"chr4-0279","chr4",33900001,34650000,"chr4-0279",-0.614,-0.215,-0.076,-0.164,-0.018,-0.049,-0.341,-0.276,-0.095
"chr4-0280","chr4",34650001,35900000,"chr4-0280",-0.466,-0.111,-0.209,-0.089,-0.104,-0.072,-0.416,-0.224,-0.259
"chr4-0281","chr4",35900001,36200000,"chr4-0281",-0.451,-0.168,-0.185,-0.351,-0.091,-0.049,-0.509,-0.234,-0.003
"chr4-0282","chr4",36200001,36250000,"chr4-0282",-0.088,0.014,-0.057,-0.012,0.024,0.01,-0.184,0.006,0.066
"chr4-0283","chr4",36250001,36300000,"chr4-0283",-0.839,-0.395,-0.796,-0.543,-0.259,-0.285,-0.732,-0.542,-0.275
"chr4-0284","chr4",36300001,36400000,"chr4-0284",-0.301,-0.062,-0.201,-0.172,-0.019,-0.061,-0.236,-0.202,0.039
"chr4-0285","chr4",36400001,37200000,"chr4-0285",-0.554,-0.182,-0.356,-0.383,-0.184,-0.103,-0.514,-0.308,-0.112
"chr4-0286","chr4",37200001,37250000,"chr4-0286",-0.058,-0.26,0.07,-0.045,-0.095,-0.06,-0.049,0.003,-0.136
"chr4-0287","chr4",37250001,37500000,"chr4-0287",-0.127,0.029,-0.058,-0.013,0.006,-0.063,-0.293,0.004,-0.015
"chr4-0288","chr4",37500001,37650000,"chr4-0288",-0.136,-0.032,-0.107,-0.118,0.008,-0.041,-0.262,-0.157,-0.047
"chr4-0289","chr4",37650001,37700000,"chr4-0289",-0.079,-0.001,-0.22,-0.021,0.006,0.009,-0.205,-0.092,0.039
"chr4-0290","chr4",37700001,37800000,"chr4-0290",-0.527,0.064,-0.245,-0.164,-0.117,-0.022,-0.287,-0.162,-0.058
"chr4-0291","chr4",37800001,37850000,"chr4-0291",0.141,0.036,0.091,0.083,0.054,-0.007,0.028,0.145,0.08
"chr4-0292","chr4",37850001,37950000,"chr4-0292",-0.019,0.055,0.036,0.021,-0.028,-0.055,-0.017,-0.04,-0.102
"chr4-0293","chr4",37950001,38000000,"chr4-0293",-0.216,-0.074,-0.421,-0.139,-0.029,-0.078,0.009,-0.186,-0.145
"chr4-0294","chr4",38000001,38050000,"chr4-0294",0.149,0.117,0.031,0.095,0.115,0.116,0.023,0.088,0.12
"chr4-0295","chr4",38050001,38100000,"chr4-0295",-0.105,0.031,-0.134,0.139,-0.035,-0.007,0.166,-0.046,-0.081
"chr4-0296","chr4",38100001,38150000,"chr4-0296",-0.158,0.004,-0.234,-0.133,0.015,-0.066,-0.004,-0.168,-0.006
"chr4-0297","chr4",38150001,38200000,"chr4-0297",0.003,0.041,-0.191,-0.017,0.031,-0.061,0.013,-0.126,-0.046
"chr4-0298","chr4",38200001,38300000,"chr4-0298",-0.513,0.067,-0.198,-0.204,-0.052,-0.125,-0.325,-0.153,-0.17
"chr4-0299","chr4",38300001,38350000,"chr4-0299",-0.26,0.097,-0.043,-0.058,0.092,-0.089,-0.026,-0.097,-0.018
"chr4-0300","chr4",38350001,38500000,"chr4-0300",-0.515,-0.099,-0.255,-0.259,-0.137,-0.096,-0.508,-0.275,-0.134
"chr4-0301","chr4",38500001,38550000,"chr4-0301",-0.381,0.043,-0.104,-0.205,-0.07,-0.029,-0.302,-0.219,-0.05
"chr4-0302","chr4",38550001,38650000,"chr4-0302",-0.208,-0.022,-0.428,-0.16,-0.137,-0.024,-0.279,-0.196,-0.112
"chr4-0303","chr4",38650001,38700000,"chr4-0303",0.268,0.051,0.07,0.107,0.079,0.08,0.154,0.184,0.155
"chr4-0304","chr4",38700001,38800000,"chr4-0304",-0.288,0.019,-0.039,-0.114,0.04,-0.043,-0.197,-0.091,0.031
"chr4-0305","chr4",38800001,38850000,"chr4-0305",-0.058,0.073,0.147,-0.025,0.061,0.122,-0.093,-0.156,0.189
"chr4-0306","chr4",38850001,38900000,"chr4-0306",0.06,0.126,0.019,0.187,0.145,0.081,0.054,0.122,0.183
"chr4-0307","chr4",38900001,39000000,"chr4-0307",-0.474,0.13,-0.043,-0.078,-0.006,-0.015,-0.263,-0.052,0.063
"chr4-0308","chr4",39000001,39050000,"chr4-0308",-0.122,0.136,0.144,0.121,0.066,-0.022,0.004,0.135,0.057
"chr4-0309","chr4",39050001,39150000,"chr4-0309",-0.709,-0.065,-0.153,-0.232,-0.126,-0.108,-0.58,-0.205,-0.022
"chr4-0310","chr4",39150001,39200000,"chr4-0310",0.2,0.032,0.262,0.186,0.042,0.061,0.014,0.208,0.058
"chr4-0311","chr4",39200001,39350000,"chr4-0311",-0.216,0.134,-0.007,-0.005,0.11,0.058,-0.248,0.113,0.114
"chr4-0312","chr4",39350001,39400000,"chr4-0312",0.044,0.125,0.144,0.156,0.071,0.06,0.118,0.176,0.067
"chr4-0313","chr4",39400001,39450000,"chr4-0313",-0.117,0.015,0.246,0.06,-0.042,-0.024,-0.184,0.089,-0.023
"chr4-0314","chr4",39450001,39500000,"chr4-0314",-0.052,0.085,-0.089,-0.083,0.019,-0.016,-0.08,-0.062,-0.116
"chr4-0315","chr4",39500001,39600000,"chr4-0315",-0.036,-0.014,0.082,0.109,0.078,-0.071,0.09,0.094,-0.023
"chr4-0316","chr4",39600001,39650000,"chr4-0316",0.143,0.079,0.332,0.184,0.103,0.023,0.17,0.176,0.107
"chr4-0317","chr4",39650001,39700000,"chr4-0317",-0.026,0.167,0.164,0.184,0.124,0.141,0.039,0.18,0.133
"chr4-0318","chr4",39700001,39800000,"chr4-0318",0.154,0.147,0.429,0.198,0.048,0.069,-0.022,0.177,0.088
"chr4-0319","chr4",39800001,39950000,"chr4-0319",-0.08,0.271,0.306,0.213,0.187,0.197,-0.174,0.189,0.176
"chr4-0320","chr4",39950001,40050000,"chr4-0320",0.229,0.237,0.523,0.36,0.242,0.145,0.101,0.381,0.329
"chr4-0321","chr4",40050001,40150000,"chr4-0321",0.394,0.151,0.272,0.191,0.191,0.168,0.16,0.298,0.174
"chr4-0322","chr4",40150001,40200000,"chr4-0322",-0.303,0.075,-0.085,-0.053,0.085,0.045,-0.194,-0.044,0.027
"chr4-0323","chr4",40200001,40296396,"chr4-0323",-0.314,0.081,0.042,-0.074,0.044,-0.036,-0.205,-0.063,-0.053
"chr4-0324","chr4",40297097,40350000,"chr4-0324",-0.379,-0.029,-0.249,-0.142,-0.031,-0.072,-0.261,-0.152,-0.177
"chr4-0325","chr4",40350001,40450000,"chr4-0325",-0.285,0.153,0.221,0.013,0.049,0.048,-0.204,-0.005,0.156
"chr4-0326","chr4",40450001,40500000,"chr4-0326",-0.07,0.363,0.378,0.164,0.155,0.163,-0.064,0.264,0.395
"chr4-0327","chr4",40500001,40550000,"chr4-0327",-0.344,-0.04,0.118,-0.181,-0.061,-0.043,-0.241,-0.067,-0.093
"chr4-0328","chr4",40550001,40600000,"chr4-0328",-0.203,0.18,0.005,-0.066,0.092,0.012,-0.095,-0.198,0.014
"chr4-0329","chr4",40600001,40650000,"chr4-0329",-0.301,0.066,-0.071,-0.108,0.065,0.069,-0.051,-0.081,0.066
"chr4-0330","chr4",40650001,40750000,"chr4-0330",-0.499,0.123,-0.178,-0.161,0.028,-0.041,-0.348,-0.15,-0.011
"chr4-0331","chr4",40750001,40800000,"chr4-0331",0.214,0.053,0.624,0.252,0.128,0.005,0.025,0.345,0.116
"chr4-0332","chr4",40800001,40850000,"chr4-0332",-0.163,0.038,-0.062,0.021,0.016,-0.021,-0.122,-0.019,0.049
"chr4-0333","chr4",40850001,40900000,"chr4-0333",-0.066,0.122,0.238,0.119,0.044,0.051,0.045,0.156,0.138
"chr4-0334","chr4",40900001,40950000,"chr4-0334",-0.475,-0.162,-0.198,-0.378,-0.141,-0.217,-0.317,-0.212,-0.236
"chr4-0335","chr4",40950001,41000000,"chr4-0335",-0.227,0.148,-0.074,-0.047,-0.004,-0.046,-0.399,0.023,-0.091
"chr4-0336","chr4",41000001,41100000,"chr4-0336",-0.128,-0.005,0.003,-0.12,0.071,-0.073,-0.214,-0.073,-0.031
"chr4-0337","chr4",41100001,41150000,"chr4-0337",-0.282,0.03,-0.06,-0.28,-0.04,-0.043,-0.334,-0.098,-0.045
"chr4-0338","chr4",41150001,41200000,"chr4-0338",-0.108,0.051,0.177,0.142,0.047,0.084,-0.122,0.159,0.252
"chr4-0339","chr4",41200001,41250000,"chr4-0339",0.149,-0.003,0.108,0.127,0.018,0.033,0.15,0.085,0.043
"chr4-0340","chr4",41250001,41350000,"chr4-0340",-0.283,0.019,-0.052,-0.129,-0.062,-0.027,-0.258,-0.041,-0.019
"chr4-0341","chr4",41350001,41400000,"chr4-0341",0.013,-0.08,0.047,0.022,-0.007,-0.017,-0.071,-0.014,-0.001
"chr4-0342","chr4",41400001,41500000,"chr4-0342",-0.53,-0.014,-0.06,-0.258,-0.1,-0.111,-0.401,-0.204,-0.178
"chr4-0343","chr4",41500001,41600000,"chr4-0343",-0.557,-0.115,-0.469,-0.373,-0.165,-0.068,-0.403,-0.259,-0.121
"chr4-0344","chr4",41600001,41650000,"chr4-0344",-0.053,0.083,0.064,0.002,-0.006,-0.043,-0.016,-0.024,0.047
"chr4-0345","chr4",41650001,41700000,"chr4-0345",-0.631,-0.082,-0.299,-0.385,-0.091,0.021,-0.385,-0.408,-0.093
"chr4-0346","chr4",41700001,41750000,"chr4-0346",-0.28,-0.093,-0.065,-0.249,-0.072,-0.064,-0.245,-0.189,-0.077
"chr4-0347","chr4",41750001,41850000,"chr4-0347",-0.38,-0.167,-0.137,-0.378,-0.09,-0.114,-0.265,-0.264,-0.139
"chr4-0348","chr4",41850001,41900000,"chr4-0348",0.072,-0.119,0.154,-0.17,-0.074,0.024,-0.015,-0.084,-0.077
"chr4-0349","chr4",41900001,41950000,"chr4-0349",-0.2,-0.016,-0.147,-0.243,-0.079,-0.043,-0.145,-0.066,-0.084
"chr4-0350","chr4",41950001,42150000,"chr4-0350",-0.037,-0.017,0.042,0.061,0.023,-0.024,-0.138,-0.095,0.076
"chr4-0351","chr4",42150001,42200000,"chr4-0351",-0.26,-0.24,-0.155,-0.225,-0.142,-0.108,-0.298,-0.277,-0.179
"chr4-0352","chr4",42200001,42350000,"chr4-0352",-0.195,0.045,0.003,-0.02,0.02,-0.022,-0.282,-0.163,-0.049
"chr4-0353","chr4",42350001,42400000,"chr4-0353",0.123,-0.027,-0.005,0.019,-0.005,0.046,-0.004,0.119,-0.077
"chr4-0354","chr4",42400001,42450000,"chr4-0354",-0.122,-0.123,-0.124,-0.106,-0.093,0.074,-0.132,-0.106,-0.035
"chr4-0355","chr4",42450001,42650000,"chr4-0355",-0.389,-0.064,-0.101,-0.195,-0.016,-0.06,-0.287,-0.217,-0.115
"chr4-0356","chr4",42650001,42850000,"chr4-0356",0.134,-0.027,0.022,0.045,0.072,0.055,0.035,0.16,0.094
"chr4-0357","chr4",42850001,43150000,"chr4-0357",-0.401,-0.122,-0.127,-0.255,-0.073,-0.06,-0.234,-0.242,-0.116
"chr4-0358","chr4",43150001,44000000,"chr4-0358",-0.364,-0.117,0.036,-0.041,-0.107,-0.097,-0.261,-0.105,0.029
"chr4-0359","chr4",44000001,44450000,"chr4-0359",-0.245,-0.139,-0.145,0.068,-0.062,-0.07,-0.115,-0.23,-0.033
"chr4-0360","chr4",44450001,44650000,"chr4-0360",0.189,-0.079,0.109,0.112,-0.03,-0.067,0.082,0.112,0.089
"chr4-0361","chr4",44650001,44700000,"chr4-0361",-0.226,-0.202,-0.433,-0.375,-0.097,-0.14,-0.282,-0.306,-0.29
"chr4-0362","chr4",44700001,44750000,"chr4-0362",0.102,-0.08,-0.231,-0.042,-0.009,-0.006,0.009,0.098,-0.042
"chr4-0363","chr4",44750001,46100000,"chr4-0363",-0.418,-0.137,-0.113,-0.156,-0.131,-0.056,-0.368,-0.017,-0.011
"chr4-0364","chr4",46100001,46350000,"chr4-0364",-0.532,0.035,-0.039,-0.105,0.036,-0.067,-0.202,-0.06,0.065
"chr4-0365","chr4",46350001,46400000,"chr4-0365",0.473,0.114,0.303,0.215,0.099,-0.042,0.222,0.201,0.148
"chr4-0366","chr4",46400001,46700000,"chr4-0366",-0.411,-0.038,-0.201,-0.044,0.065,-0.008,-0.31,0,0.185
"chr4-0367","chr4",46700001,46950000,"chr4-0367",-0.479,0.064,-0.058,-0.082,-0.075,-0.032,-0.301,-0.067,0.002
"chr4-0368","chr4",46950001,47000000,"chr4-0368",-0.002,-0.009,-0.044,0.029,-0.162,-0.049,0.121,0.072,-0.038
"chr4-0369","chr4",47000001,47050000,"chr4-0369",0.089,0.106,0.097,-0.05,0.021,-0.033,-0.042,0.094,0.1
"chr4-0370","chr4",47050001,47450000,"chr4-0370",-0.568,-0.058,-0.158,-0.007,-0.062,-0.085,-0.174,-0.151,-0.044
"chr4-0371","chr4",47450001,47500000,"chr4-0371",0.193,-0.035,0.14,0.233,0.044,-0.03,0.147,0.186,0.126
"chr4-0372","chr4",47500001,47700000,"chr4-0372",-0.532,-0.152,-0.375,-0.316,-0.121,-0.1,-0.386,-0.299,-0.074
"chr4-0373","chr4",47700001,47800000,"chr4-0373",-0.319,0.003,-0.207,-0.108,-0.105,-0.09,-0.35,-0.207,-0.055
"chr4-0374","chr4",47800001,47850000,"chr4-0374",-0.087,-0.147,-0.392,-0.268,-0.086,0.024,-0.245,-0.119,-0.1
"chr4-0375","chr4",47850001,47950000,"chr4-0375",-0.119,-0.143,-0.287,-0.106,-0.079,-0.12,-0.163,-0.122,-0.113
"chr4-0376","chr4",47950001,48100000,"chr4-0376",-0.125,-0.096,-0.086,-0.167,-0.085,-0.06,-0.201,-0.094,0.003
"chr4-0377","chr4",48100001,48150000,"chr4-0377",-0.602,-0.098,-0.222,-0.222,-0.076,-0.146,-0.311,-0.202,-0.074
"chr4-0378","chr4",48150001,48250000,"chr4-0378",-0.339,0.047,-0.115,-0.057,-0.036,-0.048,-0.2,-0.091,-0.1
"chr4-0379","chr4",48250001,48300000,"chr4-0379",0.028,-0.151,0.354,-0.108,-0.103,-0.058,-0.061,-0.063,-0.175
"chr4-0380","chr4",48300001,48450000,"chr4-0380",-0.054,-0.008,-0.139,0.167,0.175,0.089,0.001,0.1,0.175
"chr4-0381","chr4",48450001,48500000,"chr4-0381",-0.308,0.035,0.105,0.061,0.015,-0.036,-0.107,-0.027,0.06
"chr4-0382","chr4",48500001,48600000,"chr4-0382",-0.392,-0.098,-0.209,-0.14,-0.031,-0.05,-0.345,-0.118,-0.05
"chr4-0383","chr4",48600001,48750000,"chr4-0383",-0.598,-0.149,-0.303,-0.222,-0.041,-0.072,-0.586,-0.202,-0.051
"chr4-0384","chr4",48750001,48800000,"chr4-0384",0.367,0.135,0.23,0.229,0.12,0.16,0.06,0.199,0.114
"chr4-0385","chr4",48800001,48900000,"chr4-0385",0.124,0.031,0.125,0.112,0.059,0.022,0.023,0.121,0.088
"chr4-0386","chr4",48900001,48950000,"chr4-0386",0.091,0.062,0.207,0.109,0.032,-0.007,-0.107,0.077,0.049
"chr4-0387","chr4",48950001,49000000,"chr4-0387",-0.02,-0.011,0.068,-0.053,-0.063,-0.013,-0.187,0.062,-0.031
"chr4-0388","chr4",49000001,49338941,"chr4-0388",-0.056,0.023,0.469,0.091,-0.006,-0.034,-0.2,0.016,0.086
"chr4-0389","chr4",49488942,49660117,"chr4-0389",0.137,0.018,0.7,0.268,0.045,0.094,-0.058,0.094,0.139
"chr4-0390","chr4",52660118,52750000,"chr4-0390",0.173,-0.03,-0.253,0.043,0.031,0.141,0.039,0.069,0.079
"chr4-0391","chr4",52750001,52900000,"chr4-0391",-0.342,-0.088,-0.042,-0.16,-0.119,-0.098,-0.392,-0.152,-0.006
"chr4-0392","chr4",52900001,52950000,"chr4-0392",-0.044,-0.046,0.123,0.081,0.05,0.083,-0.053,0.136,0.122
"chr4-0393","chr4",52950001,53500000,"chr4-0393",-0.363,-0.188,-0.186,-0.242,-0.102,-0.194,-0.345,-0.337,-0.135
"chr4-0394","chr4",53500001,53550000,"chr4-0394",-0.108,0.009,-0.019,0.038,0.027,0.007,-0.155,0.019,-0.017
"chr4-0395","chr4",53550001,53600000,"chr4-0395",0.086,-0.04,-0.055,0.074,0.094,0.034,0.11,0.098,0.047
"chr4-0396","chr4",53600001,53700000,"chr4-0396",-0.003,0.034,0.435,0.132,0.032,0.021,0.005,0.169,0.05
"chr4-0397","chr4",53700001,53750000,"chr4-0397",-0.073,-0.03,-0.095,-0.088,-0.015,-0.032,-0.1,-0.154,-0.142
"chr4-0398","chr4",53750001,53900000,"chr4-0398",-0.423,-0.118,-0.368,-0.288,-0.098,-0.168,-0.343,-0.337,-0.159
"chr4-0399","chr4",53900001,54200000,"chr4-0399",-0.445,-0.083,-0.147,-0.176,-0.011,-0.095,-0.501,-0.191,-0.04
"chr4-0400","chr4",54200001,54250000,"chr4-0400",0.178,0.12,0.289,0.106,0.054,0.019,0.123,0.158,0.061
"chr4-0401","chr4",54250001,54400000,"chr4-0401",-0.293,0.023,-0.058,-0.149,-0.005,-0.014,-0.208,-0.135,-0.022
"chr4-0402","chr4",54400001,54450000,"chr4-0402",-0.432,-0.123,-0.356,-0.187,-0.043,-0.09,-0.176,-0.407,-0.203
"chr4-0403","chr4",54450001,54500000,"chr4-0403",-0.229,0.052,-0.011,-0.15,0.036,-0.055,-0.21,-0.162,-0.076
