"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr4-0491","chr4",81900001,81975000,"chr4-0491",-0.06,-0.03,0.081,-0.064,-0.121
"chr4-0492","chr4",81975001,82125000,"chr4-0492",-0.159,-0.132,-0.408,-0.323,-0.325
"chr4-0493","chr4",82125001,82350000,"chr4-0493",-0.084,-0.082,-0.141,-0.094,-0.059
"chr4-0494","chr4",82350001,82425000,"chr4-0494",-0.021,0.035,0.072,0.025,0.103
"chr4-0495","chr4",82425001,82575000,"chr4-0495",-0.01,0.103,-0.061,0.088,-0.013
"chr4-0496","chr4",82575001,82950000,"chr4-0496",-0.101,-0.009,-0.119,-0.051,-0.16
"chr4-0497","chr4",82950001,83250000,"chr4-0497",-0.042,0.026,-0.035,0.006,0.031
"chr4-0498","chr4",83250001,83325000,"chr4-0498",0.041,0.11,0.111,0.221,0.271
"chr4-0499","chr4",83325001,83475000,"chr4-0499",0.061,0.104,0.132,0.139,0.126
"chr4-0500","chr4",83475001,83550000,"chr4-0500",-0.079,-0.032,-0.029,-0.068,0.073
"chr4-0501","chr4",83550001,83700000,"chr4-0501",-0.046,0.002,-0.086,-0.038,0.053
"chr4-0502","chr4",83700001,83775000,"chr4-0502",0.037,0.038,0.07,0.085,0.092
"chr4-0503","chr4",83775001,83850000,"chr4-0503",-0.015,0.011,0.084,-0.088,-0.022
"chr4-0504","chr4",83850001,83925000,"chr4-0504",0.095,0.057,0.052,0.185,0.39
"chr4-0505","chr4",83925001,84000000,"chr4-0505",-0.011,-0.008,0.071,-0.041,-0.067
"chr4-0506","chr4",84000001,84075000,"chr4-0506",-0.057,0.09,-0.053,0.018,0.036
"chr4-0507","chr4",84075001,84150000,"chr4-0507",-0.144,-0.03,-0.09,-0.008,0.177
"chr4-0508","chr4",84150001,84225000,"chr4-0508",0.092,0.118,0.059,0.097,0.043
"chr4-0509","chr4",84225001,84375000,"chr4-0509",0.069,0.071,0.192,0.135,0.088
"chr4-0510","chr4",84375001,84450000,"chr4-0510",-0.076,-0.08,-0.131,-0.136,-0.075
"chr4-0511","chr4",84450001,84525000,"chr4-0511",0.059,0.041,0.053,0.012,0.074
"chr4-0512","chr4",84525001,84825000,"chr4-0512",-0.055,0.079,-0.039,0.05,0.011
"chr4-0513","chr4",84825001,85125000,"chr4-0513",-0.074,-0.06,-0.13,-0.162,-0.023
"chr4-0514","chr4",85125001,85200000,"chr4-0514",-0.053,-0.068,-0.113,-0.06,0.092
"chr4-0515","chr4",85200001,85350000,"chr4-0515",-0.047,0.08,-0.113,0.011,-0.02
"chr4-0516","chr4",85350001,85425000,"chr4-0516",-0.034,-0.024,0.009,-0.052,-0.022
"chr4-0517","chr4",85425001,85575000,"chr4-0517",-0.073,-0.006,-0.026,-0.003,0.111
"chr4-0518","chr4",85575001,85725000,"chr4-0518",0.01,-0.022,-0.082,-0.02,0.133
"chr4-0519","chr4",85725001,85875000,"chr4-0519",-0.076,0.039,-0.102,-0.028,0.125
"chr4-0520","chr4",85875001,85950000,"chr4-0520",0.173,0.13,0.347,0.215,0.353
"chr4-0521","chr4",85950001,86325000,"chr4-0521",-0.109,-0.107,-0.148,-0.113,-0.131
"chr4-0522","chr4",86325001,86400000,"chr4-0522",-0.05,-0.135,-0.098,-0.167,-0.118
"chr4-0523","chr4",86400001,86625000,"chr4-0523",-0.067,0.07,-0.136,-0.027,0.043
"chr4-0524","chr4",86625001,86700000,"chr4-0524",-0.126,-0.052,-0.169,-0.149,0.001
"chr4-0525","chr4",86700001,86850000,"chr4-0525",-0.127,-0.039,-0.137,-0.047,0.039
"chr4-0526","chr4",86850001,86925000,"chr4-0526",-0.066,0.075,-0.005,-0.012,0.09
"chr4-0527","chr4",86925001,87000000,"chr4-0527",0.025,0.124,0.104,0.092,0.19
"chr4-0528","chr4",87000001,87225000,"chr4-0528",-0.217,-0.069,-0.208,-0.122,0.077
"chr4-0529","chr4",87225001,87300000,"chr4-0529",-0.208,-0.096,-0.238,-0.235,-0.168
"chr4-0530","chr4",87300001,87450000,"chr4-0530",-0.003,0.081,-0.084,-0.056,-0.017
"chr4-0531","chr4",87450001,87525000,"chr4-0531",-0.075,-0.01,-0.052,-0.02,-0.115
"chr4-0532","chr4",87525001,87750000,"chr4-0532",-0.004,0.052,0.032,0.114,0.22
"chr4-0533","chr4",87750001,87825000,"chr4-0533",0.046,0.08,0.107,0.071,0.21
"chr4-0534","chr4",87825001,87900000,"chr4-0534",-0.078,-0.013,-0.048,-0.039,0.067
"chr4-0535","chr4",87900001,87975000,"chr4-0535",-0.079,-0.002,-0.017,-0.071,-0.065
"chr4-0536","chr4",87975001,88125000,"chr4-0536",0.033,0.062,0.015,0.105,0.198
"chr4-0537","chr4",88125001,88275000,"chr4-0537",-0.017,0.063,0.097,0.099,0.167
"chr4-0538","chr4",88275001,88350000,"chr4-0538",0.061,0.049,0.056,0.072,0.204
"chr4-0539","chr4",88350001,88500000,"chr4-0539",0.072,0.098,-0.078,0.13,0.179
"chr4-0540","chr4",88500001,88575000,"chr4-0540",-0.115,-0.052,-0.282,-0.258,-0.059
"chr4-0541","chr4",88575001,88650000,"chr4-0541",0.051,-0.023,-0.083,0.055,0.095
"chr4-0542","chr4",88650001,88725000,"chr4-0542",-0.067,0.038,-0.077,0.045,0.042
"chr4-0543","chr4",88725001,88800000,"chr4-0543",-0.058,0,-0.09,-0.082,0.029
"chr4-0544","chr4",88800001,88950000,"chr4-0544",0.038,0.121,-0.111,0.066,0.168
"chr4-0545","chr4",88950001,89100000,"chr4-0545",-0.094,0.026,-0.022,-0.025,0.04
"chr4-0546","chr4",89100001,89175000,"chr4-0546",0.017,0.215,0.188,0.28,0.314
"chr4-0547","chr4",89175001,89250000,"chr4-0547",-0.04,0.027,-0.007,-0.041,0.043
"chr4-0548","chr4",89250001,89325000,"chr4-0548",-0.041,-0.037,-0.018,-0.031,0.16
"chr4-0549","chr4",89325001,89400000,"chr4-0549",-0.015,-0.09,0.061,-0.135,-0.068
"chr4-0550","chr4",89400001,89475000,"chr4-0550",0.023,0.018,-0.023,-0.023,0.04
"chr4-0551","chr4",89475001,89550000,"chr4-0551",-0.019,0.017,0.08,0.005,-0.005
"chr4-0552","chr4",89550001,89625000,"chr4-0552",0.053,0.142,0.136,0.075,0.125
"chr4-0553","chr4",89625001,89700000,"chr4-0553",-0.161,0.013,-0.202,-0.183,-0.075
"chr4-0554","chr4",89700001,89775000,"chr4-0554",-0.002,-0.02,-0.14,0.044,0.065
"chr4-0555","chr4",89775001,90000000,"chr4-0555",-0.047,0.015,-0.075,0.001,0.118
"chr4-0556","chr4",90000001,90075000,"chr4-0556",-0.046,-0.093,-0.196,-0.076,-0.091
"chr4-0557","chr4",90075001,90225000,"chr4-0557",-0.047,0.02,-0.085,0.048,0.053
"chr4-0558","chr4",90225001,90300000,"chr4-0558",-0.086,-0.085,0.001,-0.03,0.012
"chr4-0559","chr4",90300001,90600000,"chr4-0559",0.017,0.067,-0.021,0.028,-0.007
"chr4-0560","chr4",90600001,90750000,"chr4-0560",0.096,0.145,-0.065,0.005,0.041
"chr4-0561","chr4",90750001,90825000,"chr4-0561",-0.164,-0.078,-0.117,-0.128,-0.134
"chr4-0562","chr4",90825001,91050000,"chr4-0562",-0.062,-0.05,-0.006,-0.084,-0.074
"chr4-0563","chr4",91050001,91500000,"chr4-0563",-0.184,-0.08,-0.233,-0.125,-0.109
"chr4-0564","chr4",91500001,92100000,"chr4-0564",-0.127,-0.042,-0.237,-0.093,0.02
"chr4-0565","chr4",92100001,93075000,"chr4-0565",-0.159,-0.026,-0.248,-0.177,-0.084
"chr4-0566","chr4",93075001,93225000,"chr4-0566",-0.157,-0.154,-0.287,-0.14,-0.176
"chr4-0567","chr4",93225001,93300000,"chr4-0567",-0.068,-0.099,-0.013,-0.072,-0.185
"chr4-0568","chr4",93300001,94125000,"chr4-0568",-0.191,-0.143,-0.208,-0.129,-0.164
"chr4-0569","chr4",94125001,94725000,"chr4-0569",-0.144,-0.008,-0.255,-0.104,-0.091
"chr4-0570","chr4",94725001,94800000,"chr4-0570",-0.114,-0.062,-0.152,-0.129,-0.116
"chr4-0571","chr4",94800001,95175000,"chr4-0571",-0.053,0.031,-0.111,0.115,0.246
"chr4-0572","chr4",95175001,95325000,"chr4-0572",-0.039,-0.003,-0.237,-0.073,0.038
"chr4-0573","chr4",95325001,95400000,"chr4-0573",-0.043,0.002,-0.027,0.121,0.204
"chr4-0574","chr4",95400001,95475000,"chr4-0574",-0.189,-0.11,-0.252,-0.147,-0.079
"chr4-0575","chr4",95475001,95550000,"chr4-0575",-0.092,0.126,-0.044,-0.056,0.224
"chr4-0576","chr4",95550001,95700000,"chr4-0576",-0.043,0.075,-0.157,0.051,0.077
"chr4-0577","chr4",95700001,95925000,"chr4-0577",-0.306,-0.19,-0.413,-0.281,-0.298
"chr4-0578","chr4",95925001,96075000,"chr4-0578",0.068,0.071,-0.111,0.038,0.164
"chr4-0579","chr4",96075001,96450000,"chr4-0579",-0.082,0.04,-0.137,0.014,-0.028
"chr4-0580","chr4",96450001,96525000,"chr4-0580",-0.076,-0.049,-0.076,-0.165,-0.267
"chr4-0581","chr4",96525001,96825000,"chr4-0581",-0.088,0.018,-0.182,-0.135,-0.09
"chr4-0582","chr4",96825001,97275000,"chr4-0582",-0.076,0.044,-0.214,-0.094,-0.014
"chr4-0583","chr4",97275001,99000000,"chr4-0583",0.026,0.053,-0.05,-0.061,-0.021
"chr4-0584","chr4",99000001,99150000,"chr4-0584",0.04,0.006,0.045,-0.019,0.199
"chr4-0585","chr4",99150001,99375000,"chr4-0585",-0.005,0.014,0.069,0.014,-0.01
"chr4-0586","chr4",99375001,99450000,"chr4-0586",-0.067,-0.046,-0.081,-0.062,-0.002
"chr4-0587","chr4",99450001,99525000,"chr4-0587",-0.049,-0.017,-0.066,-0.076,0.058
"chr4-0588","chr4",99525001,99600000,"chr4-0588",-0.033,0.007,-0.027,0.004,-0.015
"chr4-0589","chr4",99600001,99825000,"chr4-0589",0.017,0.117,0.053,0.137,0.137
"chr4-0590","chr4",99825001,99900000,"chr4-0590",0.047,0.037,0.048,0.021,0.089
"chr4-0591","chr4",99900001,99975000,"chr4-0591",-0.021,0.001,0.037,0.037,-0.011
"chr4-0592","chr4",99975001,100050000,"chr4-0592",0.004,-0.056,-0.05,-0.049,0.048
"chr4-0593","chr4",100050001,100200000,"chr4-0593",0.008,0.024,-0.065,0.001,0.084
"chr4-0594","chr4",100200001,100425000,"chr4-0594",-0.148,-0.049,-0.202,-0.115,-0.046
"chr4-0595","chr4",100425001,100500000,"chr4-0595",-0.081,-0.091,-0.112,-0.137,-0.117
"chr4-0596","chr4",100500001,100725000,"chr4-0596",-0.091,-0.079,-0.059,-0.032,-0.083
"chr4-0597","chr4",100725001,100800000,"chr4-0597",-0.056,0.004,-0.185,-0.036,0.014
"chr4-0598","chr4",100800001,100875000,"chr4-0598",0.025,-0.114,-0.009,-0.105,-0.113
"chr4-0599","chr4",100875001,101100000,"chr4-0599",-0.03,0.057,-0.097,-0.016,0.05
"chr4-0600","chr4",101100001,101175000,"chr4-0600",-0.069,-0.188,-0.076,-0.179,-0.19
"chr4-0601","chr4",101175001,101400000,"chr4-0601",-0.057,0.013,-0.248,-0.101,0.012
"chr4-0602","chr4",101400001,101700000,"chr4-0602",-0.004,0.144,-0.038,0.111,0.154
"chr4-0603","chr4",101700001,101925000,"chr4-0603",-0.22,-0.104,-0.25,-0.271,-0.22
"chr4-0604","chr4",101925001,102000000,"chr4-0604",0,0.02,-0.056,-0.049,0.077
"chr4-0605","chr4",102000001,102150000,"chr4-0605",-0.044,0.054,-0.17,-0.013,0.005
"chr4-0606","chr4",102150001,102225000,"chr4-0606",-0.171,-0.013,-0.317,-0.142,-0.018
"chr4-0607","chr4",102225001,102300000,"chr4-0607",0.09,0.15,0.198,0.113,0.008
"chr4-0608","chr4",102300001,102675000,"chr4-0608",-0.275,-0.163,-0.521,-0.243,-0.233
"chr4-0609","chr4",102675001,102900000,"chr4-0609",-0.149,-0.083,-0.272,-0.247,-0.213
"chr4-0610","chr4",102900001,103200000,"chr4-0610",-0.009,0.084,-0.255,-0.159,-0.124
"chr4-0611","chr4",103200001,103275000,"chr4-0611",-0.012,0.015,-0.014,0.023,0.019
"chr4-0612","chr4",103275001,103425000,"chr4-0612",-0.018,0.062,0.05,0.102,0.234
"chr4-0613","chr4",103425001,103500000,"chr4-0613",-0.191,-0.032,-0.289,-0.099,-0.024
"chr4-0614","chr4",103500001,103650000,"chr4-0614",-0.18,-0.023,-0.135,-0.091,-0.004
"chr4-0615","chr4",103650001,103725000,"chr4-0615",-0.103,-0.074,-0.036,-0.12,-0.079
"chr4-0616","chr4",103725001,103800000,"chr4-0616",-0.017,-0.119,-0.03,-0.071,-0.058
"chr4-0617","chr4",103800001,103950000,"chr4-0617",-0.06,-0.029,-0.009,-0.019,0.051
"chr4-0618","chr4",103950001,104025000,"chr4-0618",-0.116,0.005,-0.145,-0.099,-0.082
"chr4-0619","chr4",104025001,104175000,"chr4-0619",-0.144,-0.095,-0.037,-0.115,-0.028
"chr4-0620","chr4",104175001,104625000,"chr4-0620",-0.068,0.017,-0.104,-0.075,-0.013
"chr4-0621","chr4",104625001,104700000,"chr4-0621",-0.035,-0.225,-0.262,-0.244,-0.269
"chr4-0622","chr4",104700001,105375000,"chr4-0622",-0.139,-0.037,-0.294,-0.192,-0.081
"chr4-0623","chr4",105375001,105450000,"chr4-0623",-0.144,-0.162,-0.134,-0.212,-0.167
"chr4-0624","chr4",105450001,105825000,"chr4-0624",-0.094,0.06,-0.164,-0.072,0.006
"chr4-0625","chr4",105825001,106050000,"chr4-0625",-0.138,0.031,-0.115,0.018,0.109
"chr4-0626","chr4",106050001,106125000,"chr4-0626",-0.036,-0.011,-0.005,0.034,0.082
"chr4-0627","chr4",106125001,106350000,"chr4-0627",0,0.128,-0.08,0.125,0.167
"chr4-0628","chr4",106350001,106425000,"chr4-0628",0.03,0.02,0.07,-0.049,0.063
"chr4-0629","chr4",106425001,106575000,"chr4-0629",-0.156,-0.03,-0.254,-0.147,-0.237
"chr4-0630","chr4",106575001,106650000,"chr4-0630",-0.115,-0.182,-0.229,-0.205,-0.184
"chr4-0631","chr4",106650001,106875000,"chr4-0631",-0.107,-0.074,-0.149,-0.088,-0.075
"chr4-0632","chr4",106875001,107175000,"chr4-0632",-0.019,0.048,-0.029,-0.033,-0.003
"chr4-0633","chr4",107175001,107250000,"chr4-0633",-0.116,-0.189,-0.17,-0.121,-0.154
"chr4-0634","chr4",107250001,107475000,"chr4-0634",-0.205,0.013,-0.309,-0.184,-0.099
"chr4-0635","chr4",107475001,107925000,"chr4-0635",-0.163,-0.029,-0.287,-0.145,0.098
"chr4-0636","chr4",107925001,108150000,"chr4-0636",-0.096,-0.113,-0.195,-0.206,-0.146
"chr4-0637","chr4",108150001,108600000,"chr4-0637",-0.073,-0.033,-0.223,-0.088,-0.093
"chr4-0638","chr4",108600001,108675000,"chr4-0638",-0.105,-0.086,0.025,-0.045,-0.078
"chr4-0639","chr4",108675001,108750000,"chr4-0639",0.011,-0.076,0.101,-0.018,-0.033
"chr4-0640","chr4",108750001,108825000,"chr4-0640",-0.032,0.041,-0.177,0.019,0.037
"chr4-0641","chr4",108825001,108900000,"chr4-0641",-0.099,-0.051,-0.049,-0.095,-0.002
"chr4-0642","chr4",108900001,108975000,"chr4-0642",-0.026,-0.027,0.004,-0.004,0.047
"chr4-0643","chr4",108975001,109050000,"chr4-0643",-0.117,0.059,-0.124,0.058,-0.014
"chr4-0644","chr4",109050001,109125000,"chr4-0644",0.013,-0.07,0.023,-0.077,-0.085
"chr4-0645","chr4",109125001,109500000,"chr4-0645",-0.034,0.177,-0.026,0.127,0.06
"chr4-0646","chr4",109500001,109575000,"chr4-0646",-0.256,-0.285,-0.412,-0.375,-0.452
"chr4-0647","chr4",109575001,109725000,"chr4-0647",-0.013,0.087,0.046,0.034,0.123
"chr4-0648","chr4",109725001,109875000,"chr4-0648",-0.127,-0.106,-0.218,-0.064,-0.043
"chr4-0649","chr4",109875001,110175000,"chr4-0649",-0.127,0.053,-0.212,-0.05,0.157
"chr4-0650","chr4",110175001,110325000,"chr4-0650",-0.02,-0.122,-0.105,-0.181,-0.225
"chr4-0651","chr4",110325001,110400000,"chr4-0651",-0.11,-0.051,-0.01,-0.026,0.111
"chr4-0652","chr4",110400001,110550000,"chr4-0652",0.007,-0.05,-0.009,-0.025,0.017
"chr4-0653","chr4",110550001,110625000,"chr4-0653",0.008,0.034,0.133,0.048,0.142
"chr4-0654","chr4",110625001,110700000,"chr4-0654",-0.055,-0.127,-0.065,-0.153,-0.121
"chr4-0655","chr4",110700001,110775000,"chr4-0655",-0.173,-0.129,-0.263,-0.173,-0.213
"chr4-0656","chr4",110775001,110850000,"chr4-0656",-0.056,0.041,-0.087,-0.002,0.003
"chr4-0657","chr4",110850001,110925000,"chr4-0657",-0.106,0.053,-0.143,0.003,0.054
"chr4-0658","chr4",110925001,111075000,"chr4-0658",-0.073,0.063,-0.062,0.084,0.155
"chr4-0659","chr4",111075001,111150000,"chr4-0659",-0.053,-0.167,-0.107,-0.072,-0.104
"chr4-0660","chr4",111150001,111375000,"chr4-0660",0.003,0.085,0,0.177,0.278
"chr4-0661","chr4",111375001,111525000,"chr4-0661",-0.032,0.045,-0.051,0.011,0.055
"chr4-0662","chr4",111525001,111600000,"chr4-0662",-0.078,-0.105,-0.13,-0.17,-0.139
"chr4-0663","chr4",111600001,112500000,"chr4-0663",-0.175,-0.077,-0.252,-0.082,-0.031
"chr4-0664","chr4",112500001,112800000,"chr4-0664",-0.13,0.022,-0.293,-0.093,-0.004
"chr4-0665","chr4",112800001,113025000,"chr4-0665",-0.078,-0.073,-0.254,-0.095,-0.086
"chr4-0666","chr4",113025001,113100000,"chr4-0666",-0.007,0.066,0.057,0.032,0.176
"chr4-0667","chr4",113100001,113175000,"chr4-0667",-0.073,-0.11,-0.129,-0.18,-0.073
"chr4-0668","chr4",113175001,113250000,"chr4-0668",-0.054,0.004,-0.059,0.009,0.054
"chr4-0669","chr4",113250001,113325000,"chr4-0669",-0.001,0.012,-0.061,-0.029,-0.033
"chr4-0670","chr4",113325001,113400000,"chr4-0670",0.037,0.166,0.084,0.073,0.108
"chr4-0671","chr4",113400001,113475000,"chr4-0671",-0.059,-0.131,-0.078,-0.089,-0.067
"chr4-0672","chr4",113475001,113625000,"chr4-0672",-0.07,-0.065,-0.089,-0.102,-0.026
"chr4-0673","chr4",113625001,113700000,"chr4-0673",0.038,-0.002,0.13,0.089,0.143
"chr4-0674","chr4",113700001,113775000,"chr4-0674",-0.009,-0.046,-0.051,-0.031,-0.067
"chr4-0675","chr4",113775001,113925000,"chr4-0675",0.009,0.121,-0.112,0.059,0.127
"chr4-0676","chr4",113925001,114000000,"chr4-0676",-0.067,0.089,-0.029,0.167,0.315
"chr4-0677","chr4",114000001,114150000,"chr4-0677",-0.064,0.072,-0.123,0.019,0.083
"chr4-0678","chr4",114150001,114225000,"chr4-0678",-0.221,-0.093,-0.264,-0.247,-0.211
"chr4-0679","chr4",114225001,114300000,"chr4-0679",-0.047,0.13,-0.109,0.024,0.111
"chr4-0680","chr4",114300001,114375000,"chr4-0680",-0.048,0.146,-0.022,-0.013,-0.019
"chr4-0681","chr4",114375001,114525000,"chr4-0681",-0.214,-0.101,-0.234,-0.214,-0.171
"chr4-0682","chr4",114525001,114675000,"chr4-0682",-0.02,0.087,-0.131,0.084,0.099
"chr4-0683","chr4",114675001,114750000,"chr4-0683",-0.016,-0.054,-0.035,-0.082,-0.122
"chr4-0684","chr4",114750001,114900000,"chr4-0684",-0.157,-0.05,-0.233,-0.095,-0.079
"chr4-0685","chr4",114900001,114975000,"chr4-0685",-0.059,-0.02,-0.134,-0.084,-0.085
"chr4-0686","chr4",114975001,115275000,"chr4-0686",0.061,0.096,-0.028,0.042,0.253
"chr4-0687","chr4",115275001,115500000,"chr4-0687",-0.169,-0.064,-0.086,-0.248,-0.203
"chr4-0688","chr4",115500001,115575000,"chr4-0688",-0.069,-0.112,-0.096,-0.211,-0.131
"chr4-0689","chr4",115575001,116025000,"chr4-0689",-0.089,-0.073,-0.46,-0.274,-0.217
"chr4-0690","chr4",116025001,116625000,"chr4-0690",-0.104,-0.049,-0.616,-0.364,-0.144
"chr4-0691","chr4",116625001,117225000,"chr4-0691",-0.205,-0.15,-0.334,-0.403,-0.39
"chr4-0692","chr4",117225001,117600000,"chr4-0692",-0.06,-0.133,-0.085,-0.053,0.045
"chr4-0693","chr4",117600001,117975000,"chr4-0693",-0.149,-0.211,-0.238,-0.325,-0.24
"chr4-0694","chr4",117975001,118050000,"chr4-0694",-0.224,-0.216,-0.469,-0.364,-0.608
"chr4-0695","chr4",118050001,118950000,"chr4-0695",-0.147,-0.057,-0.214,-0.063,-0.031
"chr4-0696","chr4",118950001,119175000,"chr4-0696",-0.11,-0.093,-0.133,-0.104,-0.069
"chr4-0697","chr4",119175001,119250000,"chr4-0697",-0.003,-0.092,-0.058,-0.085,-0.021
"chr4-0698","chr4",119250001,119325000,"chr4-0698",-0.01,0.042,0.1,0.101,0.154
"chr4-0699","chr4",119325001,119550000,"chr4-0699",-0.052,0.083,-0.046,-0.03,0.072
"chr4-0700","chr4",119550001,119625000,"chr4-0700",-0.06,-0.039,-0.162,-0.088,-0.1
"chr4-0701","chr4",119625001,119700000,"chr4-0701",-0.114,-0.006,-0.114,-0.033,0.079
"chr4-0702","chr4",119700001,119775000,"chr4-0702",-0.151,-0.038,-0.193,-0.086,-0.018
"chr4-0703","chr4",119775001,119925000,"chr4-0703",-0.106,-0.016,-0.208,-0.157,-0.073
"chr4-0704","chr4",119925001,120000000,"chr4-0704",0.024,0.093,-0.111,-0.027,0.035
"chr4-0705","chr4",120000001,120075000,"chr4-0705",-0.179,-0.085,-0.294,-0.069,-0.085
"chr4-0706","chr4",120075001,120150000,"chr4-0706",-0.105,-0.084,-0.045,-0.139,-0.115
"chr4-0707","chr4",120150001,120225000,"chr4-0707",-0.006,-0.033,-0.069,0.044,-0.028
"chr4-0708","chr4",120225001,120375000,"chr4-0708",0.098,0.12,-0.008,0.041,0.141
"chr4-0709","chr4",120375001,120525000,"chr4-0709",-0.078,0.051,-0.19,-0.085,-0.033
"chr4-0710","chr4",120525001,120600000,"chr4-0710",-0.037,-0.064,0.006,-0.075,-0.023
"chr4-0711","chr4",120600001,120975000,"chr4-0711",-0.155,0.08,-0.172,-0.04,0.003
"chr4-0712","chr4",120975001,121050000,"chr4-0712",-0.149,-0.148,-0.217,-0.272,-0.409
"chr4-0713","chr4",121050001,121725000,"chr4-0713",-0.013,0.016,-0.248,-0.052,-0.018
"chr4-0714","chr4",121725001,121950000,"chr4-0714",0.005,0.068,0.024,0.027,0
"chr4-0715","chr4",121950001,122025000,"chr4-0715",0.004,-0.061,-0.002,-0.007,0.038
"chr4-0716","chr4",122025001,122100000,"chr4-0716",-0.086,-0.025,-0.232,-0.142,-0.084
"chr4-0717","chr4",122100001,122250000,"chr4-0717",-0.124,0.065,-0.159,-0.065,-0.061
"chr4-0718","chr4",122250001,122550000,"chr4-0718",-0.074,-0.018,-0.021,-0.018,-0.035
"chr4-0719","chr4",122550001,122625000,"chr4-0719",-0.012,0.058,0.114,0.071,0.051
"chr4-0720","chr4",122625001,122700000,"chr4-0720",-0.14,-0.129,-0.108,-0.135,-0.174
"chr4-0721","chr4",122700001,122775000,"chr4-0721",-0.07,-0.09,-0.153,-0.075,-0.021
"chr4-0722","chr4",122775001,122850000,"chr4-0722",-0.057,-0.19,-0.032,-0.135,-0.196
"chr4-0723","chr4",122850001,122925000,"chr4-0723",-0.035,-0.07,-0.007,-0.056,-0.135
"chr4-0724","chr4",122925001,123075000,"chr4-0724",-0.123,-0.002,-0.123,-0.084,-0.036
"chr4-0725","chr4",123075001,123300000,"chr4-0725",-0.059,0.007,-0.155,-0.117,0.022
"chr4-0726","chr4",123300001,123525000,"chr4-0726",-0.064,0.032,-0.091,-0.014,0.096
"chr4-0727","chr4",123525001,123600000,"chr4-0727",-0.091,0.076,-0.13,-0.103,-0.039
"chr4-0728","chr4",123600001,123675000,"chr4-0728",0.001,-0.047,-0.09,0.036,-0.068
"chr4-0729","chr4",123675001,123750000,"chr4-0729",-0.015,0.084,0.089,0.08,0.232
"chr4-0730","chr4",123750001,123825000,"chr4-0730",-0.105,0.033,-0.104,-0.069,0.05
"chr4-0731","chr4",123825001,123900000,"chr4-0731",-0.129,-0.193,-0.202,-0.247,-0.242
"chr4-0732","chr4",123900001,124050000,"chr4-0732",0.053,0.128,0.063,0.002,0.078
"chr4-0733","chr4",124050001,124275000,"chr4-0733",-0.118,-0.035,-0.107,0.001,0.134
"chr4-0734","chr4",124275001,124350000,"chr4-0734",-0.031,0.006,-0.037,-0.008,-0.008
"chr4-0735","chr4",124350001,124425000,"chr4-0735",-0.037,0.034,0.067,0.066,0.201
"chr4-0736","chr4",124425001,124500000,"chr4-0736",-0.07,-0.024,-0.047,0.02,0.072
"chr4-0737","chr4",124500001,124575000,"chr4-0737",0.116,0.023,0.08,0.179,0.264
"chr4-0738","chr4",124575001,124725000,"chr4-0738",0.043,0.026,0.028,0.044,0.057
"chr4-0739","chr4",124725001,124950000,"chr4-0739",-0.131,0.002,-0.265,-0.223,-0.152
"chr4-0740","chr4",124950001,125325000,"chr4-0740",-0.092,-0.008,-0.246,-0.125,-0.136
"chr4-0741","chr4",125325001,125550000,"chr4-0741",-0.223,-0.12,-0.387,-0.293,-0.334
"chr4-0742","chr4",125550001,125700000,"chr4-0742",-0.155,-0.098,-0.153,-0.16,0.038
"chr4-0743","chr4",125700001,126225000,"chr4-0743",-0.134,0.039,-0.157,-0.039,-0.027
"chr4-0744","chr4",126225001,126300000,"chr4-0744",-0.097,-0.195,-0.216,-0.25,-0.365
"chr4-0745","chr4",126300001,126600000,"chr4-0745",-0.222,-0.086,-0.238,-0.321,-0.328
"chr4-0746","chr4",126600001,126975000,"chr4-0746",-0.03,0.117,-0.122,0.008,0.107
"chr4-0747","chr4",126975001,127650000,"chr4-0747",-0.042,0.04,-0.106,-0.108,0.006
"chr4-0748","chr4",127650001,128025000,"chr4-0748",0.022,-0.006,-0.012,-0.033,-0.011
"chr4-0749","chr4",128025001,128550000,"chr4-0749",-0.108,0.03,-0.17,-0.07,0.007
"chr4-0750","chr4",128550001,128625000,"chr4-0750",-0.281,-0.236,-0.45,-0.413,-0.445
"chr4-0751","chr4",128625001,128700000,"chr4-0751",-0.013,0.026,-0.049,-0.029,0.083
"chr4-0752","chr4",128700001,128775000,"chr4-0752",0.098,0.088,0.081,0.032,0.095
"chr4-0753","chr4",128775001,128850000,"chr4-0753",-0.017,0.003,0.024,-0.059,-0.012
"chr4-0754","chr4",128850001,128925000,"chr4-0754",0.093,-0.052,0.197,0.019,0.004
"chr4-0755","chr4",128925001,129000000,"chr4-0755",0.019,0.13,0.251,0.311,0.379
"chr4-0756","chr4",129000001,129150000,"chr4-0756",0.057,0.179,0.187,0.21,0.341
"chr4-0757","chr4",129150001,129225000,"chr4-0757",0.017,0.105,0.108,0.136,0.128
"chr4-0758","chr4",129225001,129300000,"chr4-0758",-0.102,0.011,-0.057,-0.024,0.04
"chr4-0759","chr4",129300001,129450000,"chr4-0759",-0.021,-0.036,-0.154,0.013,0.054
"chr4-0760","chr4",129450001,129525000,"chr4-0760",-0.045,-0.038,-0.114,-0.097,-0.038
"chr4-0761","chr4",129525001,129675000,"chr4-0761",-0.032,0.068,0.034,0.152,0.234
